GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AJR001,AJV001,AJV002,AJX001,AJY001,AJY002,AJY003,AJY004,AJY005,AJZ001
"G4500890","1870","South Carolina","450","Williamsburg","0890","Williamsburg",15489,316278,19820,320772,0,0,0,510,44320,249501
"G4500910","1870","South Carolina","450","York","0910","York",24286,1516639,75919,1316715,10,0,60,10814,119455,474337
"G4700010","1870","Tennessee","470","Anderson","0010","Anderson",8704,1045727,60076,344492,1138,0,1550,30126,103543,337678
"G4700030","1870","Tennessee","470","Bedford","0030","Bedford",24333,7511259,193398,2037652,5748,349,2866,35307,447895,1471421
"G4700050","1870","Tennessee","470","Benton","0050","Benton",8234,463607,55837,599786,2211,218,15,39352,131628,372297
"G4700070","1870","Tennessee","470","Bledsoe","0070","Bledsoe",4870,702880,34736,387703,3488,10,0,20246,137650,231915
"G4700090","1870","Tennessee","470","Blount","0090","Blount",14237,2410825,121862,986532,834,141,70,35119,181745,540884
"G4700110","1870","Tennessee","470","Bradley","0110","Bradley",11652,2077861,83371,639655,100,100,0,28242,139185,448542
"G4700130","1870","Tennessee","470","Campbell","0130","Campbell",7445,897182,39796,350291,3679,15,505,33699,73180,253685
"G4700150","1870","Tennessee","470","Cannon","0150","Cannon",10502,1671572,114585,1088168,3036,180,107,63403,319841,680805
"G4700170","1870","Tennessee","470","Carroll","0170","Carroll",19447,3077511,215882,1791796,0,0,0,87455,312706,910255
"G4700190","1870","Tennessee","470","Carter","0190","Carter",7909,1022276,28299,275355,7192,156,3516,6724,61230,193166
"G4700210","1870","Tennessee","470","Cheatham","0210","Cheatham",6678,758535,25142,379496,1543,518,58,12401,116795,341920
"G4700250","1870","Tennessee","470","Claiborne","0250","Claiborne",9321,979459,45256,254175,10212,8,5,48538,82255,329016
"G4700290","1870","Tennessee","470","Cocke","0290","Cocke",12458,1523952,54094,352850,5418,278,9994,22226,138084,433768
"G4700310","1870","Tennessee","470","Coffee","0310","Coffee",10237,2414115,58772,598277,3387,45,13243,19015,157145,463201
"G4700350","1870","Tennessee","470","Cumberland","0350","Cumberland",3461,414455,27206,227074,5224,0,30,23643,48537,175359
"G4700370","1870","Tennessee","470","Davidson","0370","Davidson",62897,12186366,211700,1967907,43915,117724,29761,15735,244932,1269870
"G4700390","1870","Tennessee","470","Decatur","0390","Decatur",7772,564677,45438,577699,6138,66,78,46484,108159,311117
"G4700410","1870","Tennessee","470","DeKalb","0410","De Kalb",11425,1549156,73274,710808,4997,2050,1476,105421,194026,548285
"G4700430","1870","Tennessee","470","Dickson","0430","Dickson",9340,1381330,49960,533057,940,331,1565,17411,112957,366935
"G4700450","1870","Tennessee","470","Dyer","0450","Dyer",13706,1950346,134950,1528585,445,150,173,5670,268171,862591
"G4700470","1870","Tennessee","470","Fayette","0470","Fayette",26145,3901190,112091,2974576,190,0,2450,28,152020,1085136
"G4700490","1870","Tennessee","470","Fentress","0490","Fentress",4717,527275,26487,219302,3459,2115,6439,32355,46809,194839
"G4700510","1870","Tennessee","470","Franklin","0510","Franklin",14970,2784364,103464,1012127,3283,110,19775,31456,242502,625000
"G4700530","1870","Tennessee","470","Gibson","0530","Gibson",25666,4890576,96859,3327523,11984,854,24803,23516,418241,1319242
"G4700550","1870","Tennessee","470","Giles","0550","Giles",32413,6717824,188617,2690754,10341,7119,172,53341,482127,1736504
"G4700570","1870","Tennessee","470","Grainger","0570","Grainger",12421,1680266,71288,553925,11679,25,0,26191,152300,433913
"G4700590","1870","Tennessee","470","Greene","0590","Greene",21668,4526184,180894,1200990,10927,930,6135,53846,270618,890043
"G4700610","1870","Tennessee","470","Grundy","0610","Grundy",3250,429190,7456,356108,8635,1575,0,5574,36936,104140
"G4700650","1870","Tennessee","470","Hamilton","0650","Hamilton",17241,2416203,86472,571856,170,150,0,30878,152934,445340
"G4700670","1870","Tennessee","470","Hancock","0670","Hancock",7148,692815,23906,334031,12480,0,95,28590,69728,244673
"G4700690","1870","Tennessee","470","Hardeman","0690","Hardeman",18074,3335409,253197,2154818,12101,4183,7915,21119,64399,793203
"G4700710","1870","Tennessee","470","Hardin","0710","Hardin",11768,1293203,63659,746785,59,17,147,52847,140018,502919
"G4700730","1870","Tennessee","470","Hawkins","0730","Hawkins",15837,2348287,86467,815053,3736,0,0,17217,196575,593066
"G4700750","1870","Tennessee","470","Haywood","0750","Haywood",25094,1885796,109556,1403495,1066,490,721,9105,162638,662705
"G4700770","1870","Tennessee","470","Henderson","0770","Henderson",14217,1929885,114516,1168172,1892,2,1222,132767,232186,732519
"G4700790","1870","Tennessee","470","Henry","0790","Henry",20380,2645294,99336,1337686,5060,27,7765,18936,292188,915425
"G4700810","1870","Tennessee","470","Hickman","0810","Hickman",9856,1411409,60633,975199,2183,6030,91,60238,185294,536926
"G4700850","1870","Tennessee","470","Humphreys","0850","Humphreys",9326,1603934,72096,648819,1711,0,490,21325,169900,512133
"G4700870","1870","Tennessee","470","Jackson","0870","Jackson",12583,1075086,49521,631496,3945,88,115,60871,190314,533605
"G4700890","1870","Tennessee","470","Jefferson","0890","Jefferson",19476,3694155,126740,993655,5945,8,1042,27428,213001,652822
"G4700910","1870","Tennessee","470","Johnson","0910","Johnson",5852,763190,37429,237671,8518,0,0,20754,44694,210240
"G4700930","1870","Tennessee","470","Knox","0930","Knox",28990,4502445,156864,1116430,10260,7766,9737,52556,240620,840287
"G4700950","1870","Tennessee","470","Lake","0950","Lake",2428,882411,14698,398348,280,0,5578,1235,32124,125802
"G4700970","1870","Tennessee","470","Lauderdale","0970","Lauderdale",10838,2536980,106980,1197975,2309,1350,0,5398,155413,594020
"G4700990","1870","Tennessee","470","Lawrence","0990","Lawrence",7601,803486,45207,574891,577,8,70,31510,113827,353641
"G4701010","1870","Tennessee","470","Lewis","1010","Lewis",1986,211140,7492,107804,2244,55,105,6808,31634,84664
"G4701030","1870","Tennessee","470","Lincoln","1030","Lincoln",28050,6521190,173959,2066342,4376,190,2866,60540,622714,2155474
"G4701070","1870","Tennessee","470","McMinn","1070","Mcminn",13969,2350882,113194,856632,1150,75,2271,26047,291297,530128
"G4701090","1870","Tennessee","470","McNairy","1090","Mcnairy",12726,1139310,84457,943156,1158,75,1079,61354,158240,615521
"G4701110","1870","Tennessee","470","Macon","1110","Macon",6633,639731,36465,1143735,7669,65,1278,30285,111689,424090
"G4701130","1870","Tennessee","470","Madison","1130","Madison",23480,3953675,189285,1601143,2275,3613,1025,7500,815,956719
"G4701150","1870","Tennessee","470","Marion","1150","Marion",6841,989080,51786,499367,1839,165,733,29973,134092,356903
"G4701170","1870","Tennessee","470","Marshall","1170","Marshall",16207,3707071,151912,1204956,484,10,0,45666,358598,1229100
"G4701190","1870","Tennessee","470","Maury","1190","Maury",36289,10687000,277908,2682211,4428,5685,22360,16313,641214,2015355
"G4701210","1870","Tennessee","470","Meigs","1210","Meigs",4511,729108,16496,266338,78,0,0,13281,81477,213550
"G4701230","1870","Tennessee","470","Monroe","1230","Monroe",12589,2253045,80944,829515,110,0,0,17971,163766,419798
"G4701250","1870","Tennessee","470","Montgomery","1250","Montgomery",24747,4472162,161860,1706506,24059,2365,6045,21974,238460,873256
"G4701290","1870","Tennessee","470","Morgan","1290","Morgan",2969,263952,20124,162877,3454,90,3078,19189,37498,133759
"G4701310","1870","Tennessee","470","Obion","1310","Obion",15584,2437755,135316,1564292,35087,16720,3605,29914,308326,871179
"G4701330","1870","Tennessee","470","Overton","1330","Overton",11297,1357263,65875,623539,2786,35,1476,51813,158709,570079
"G4701350","1870","Tennessee","470","Perry","1350","Perry",6925,991673,47220,499295,1654,230,1568,48547,128555,384690
"G4701390","1870","Tennessee","470","Polk","1390","Polk",7369,887695,29752,317949,66,0,0,14837,79023,160998
"G4701410","1870","Tennessee","470","Putnam","1410","Putnam",8698,812779,34081,637645,6404,2205,277,92772,127096,419792
"G4701430","1870","Tennessee","470","Rhea","1430","Rhea",5538,996474,55036,717727,1078,76,101,21280,91116,262120
"G4701450","1870","Tennessee","470","Roane","1450","Roane",15622,2587423,118347,619768,797,0,0,33847,196489,520488
"G4701470","1870","Tennessee","470","Robertson","1470","Robertson",16166,4291516,196239,1359245,18588,50,8862,12991,364549,970816
"G4701490","1870","Tennessee","470","Rutherford","1490","Rutherford",33289,10153110,252644,2260874,5620,955,6635,23381,337034,1519939
"G4701510","1870","Tennessee","470","Scott","1510","Scott",4054,298248,10782,181869,5898,0,1681,40209,52663,176947
"G4701530","1870","Tennessee","470","Sequatchie","1530","Sequatchie",2335,382060,31039,150180,2615,14,3372,20345,62129,146756
"G4701550","1870","Tennessee","470","Sevier","1550","Sevier",11028,1444930,55054,308498,2596,0,10173,31429,108195,364923
"G4701570","1870","Tennessee","470","Shelby","1570","Shelby",76378,9987974,254634,4169342,7120,94839,34126,3935,38479,1418349
"G4701590","1870","Tennessee","470","Smith","1590","Smith",15994,3182929,141573,1278088,8862,350,1882,51995,258876,1096202
"G4701610","1870","Tennessee","470","Stewart","1610","Stewart",12019,803838,24829,637559,6598,585,1408,11771,171149,461870
"G4701630","1870","Tennessee","470","Sullivan","1630","Sullivan",13136,2434109,125577,655732,24345,593,2452,46733,166749,593487
"G4701650","1870","Tennessee","470","Sumner","1650","Sumner",23711,5167581,217108,1690216,18499,269,6674,29206,330664,1435431
"G4701670","1870","Tennessee","470","Tipton","1670","Tipton",14884,2236745,69095,1458235,10529,205,2643,10136,139450,600109
"G4701730","1870","Tennessee","470","Union","1730","Union",7605,904320,18324,505506,495,0,0,20233,73168,231235
"G4701750","1870","Tennessee","470","Van Buren","1750","Van Buren",2725,370120,16285,236262,1310,254,4,51400,43566,143041
"G4701770","1870","Tennessee","470","Warren","1770","Warren",12714,2454908,87098,751645,35031,920,10250,30614,165643,570221
"G4701790","1870","Tennessee","470","Washington","1790","Washington",16317,3228291,149297,882804,20331,1,125,26892,187878,605797
"G4701810","1870","Tennessee","470","Wayne","1810","Wayne",10209,1201233,67489,766893,602,338,985,48338,212362,645740
"G4701830","1870","Tennessee","470","Weakley","1830","Weakley",20755,3453713,119700,1393025,689,108,1690,37948,145559,1024853
"G4701850","1870","Tennessee","470","White","1850","White",9375,1203790,59844,673072,9974,5,19724,50483,139240,377622
"G4701870","1870","Tennessee","470","Williamson","1870","Williamson",25328,6528324,253890,2594875,23527,3027,5322,14663,450677,1403202
"G4701890","1870","Tennessee","470","Wilson","1890","Wilson",25881,7147654,229410,2195087,24660,11740,9668,45909,610972,1919019
"G4800010","1870","Texas","480","Anderson","0010","Anderson",9229,399740,22311,427988,300,300,1231,11823,54902,237458
"G4800050","1870","Texas","480","Angelina","0050","Angelina",3985,209030,26765,268990,0,0,0,5816,39809,184828
"G4800090","1870","Texas","480","Archer","0090","Archer",,,,,,,,,,
"G4800130","1870","Texas","480","Atascosa","0130","Atascosa",2915,74453,18694,75710,0,0,0,0,29735,418515
"G4800150","1870","Texas","480","Austin","0150","Austin",15087,1724465,102037,1392667,1889,535,216,7838,105433,664958
"G4800190","1870","Texas","480","Bandera","0190","Bandera",649,21250,4438,22057,5,0,0,1724,4141,31132
"G4800210","1870","Texas","480","Bastrop","0210","Bastrop",12290,1387995,89340,658725,15,0,0,0,8970,396915
"G4800230","1870","Texas","480","Baylor","0230","Baylor",,,,,,,,,,
"G4800250","1870","Texas","480","Bee","0250","Bee",1082,16099,250,9435,0,0,0,0,505,36110
"G4800270","1870","Texas","480","Bell","0270","Bell",9771,614605,22501,472986,130,70,0,460,55155,390300
"G4800290","1870","Texas","480","Bexar","0290","Bexar",16043,256129,19470,326597,14,2537,0,3200,4660,364284
"G4800295","1870","Texas","480","Bexar District","0295","Bexar District",1077,,,,,,,,,
"G4800310","1870","Texas","480","Blanco","0310","Blanco",1187,90736,17690,66077,0,0,0,0,12258,99524
"G4800350","1870","Texas","480","Bosque","0350","Bosque",4981,380355,19084,454317,0,0,0,5998,91200,431045
"G4800370","1870","Texas","480","Bowie","0370","Bowie",4684,223347,16247,331261,1216,0,100,899,36479,126295
"G4800390","1870","Texas","480","Brazoria","0390","Brazoria",7527,1435070,216995,557284,0,75,0,0,1275,374250
"G4800410","1870","Texas","480","Brazos","0410","Brazos",9205,109765,12982,823791,1300,5,0,0,64685,266946
"G4800490","1870","Texas","480","Brown","0490","Brown",544,6450,418,18422,0,0,325,395,8430,75869
"G4800510","1870","Texas","480","Burleson","0510","Burleson",8072,578649,65265,733635,0,0,0,0,61099,307498
"G4800530","1870","Texas","480","Burnet","0530","Burnet",3688,326540,8342,189911,620,15,515,1338,40630,213370
"G4800550","1870","Texas","480","Caldwell","0550","Caldwell",6572,500331,33141,169369,0,0,0,0,0,197247
"G4800570","1870","Texas","480","Calhoun","0570","Calhoun",3443,55750,3881,35478,525,1740,5,0,17209,57438
"G4800590","1870","Texas","480","Callahan","0590","Callahan",,,,,,,,,,
"G4800610","1870","Texas","480","Cameron","0610","Cameron",10999,102920,12355,157770,0,0,0,0,14050,444900
"G4800710","1870","Texas","480","Chambers","0710","Chambers",1503,137407,4804,53650,0,0,0,0,4701,136703
"G4800730","1870","Texas","480","Cherokee","0730","Cherokee",11079,465947,20192,660298,1027,0,0,3038,59676,343385
"G4800770","1870","Texas","480","Clay","0770","Clay",,,,,,,,,,
"G4800830","1870","Texas","480","Coleman","0830","Coleman",347,2450,115,13660,0,0,60,45,8720,53286
"G4800850","1870","Texas","480","Collin","0850","Collin",14013,3002800,43570,994100,21,545,2065,16134,150350,882510
"G4800890","1870","Texas","480","Colorado","0890","Colorado",8326,493890,41430,335115,3256,300,0,767,7995,242130
"G4800910","1870","Texas","480","Comal","0910","Comal",5283,632950,53672,260350,434,20,1658,1285,20029,214347
"G4800930","1870","Texas","480","Comanche","0930","Comanche",1001,40595,5125,28326,0,0,0,870,0,98334
"G4800950","1870","Texas","480","Concho","0950","Concho",,,,,,,,,,
"G4800970","1870","Texas","480","Cooke","0970","Cooke",5315,688565,18337,320480,2445,0,551,6990,87992,424565
"G4800990","1870","Texas","480","Coryell","0990","Coryell",4124,210537,15350,233214,10,16,0,5985,3731,239131
"G4801130","1870","Texas","480","Dallas","1130","Dallas",13314,1578915,50294,783166,1873,300,0,3259,95751,816567
"G4801135","1870","Texas","480","Davis","1135","Davis",8875,406566,14494,1066633,0,0,200,1955,83439,255723
"G4801210","1870","Texas","480","Denton","1210","Denton",7251,585972,19824,341604,260,110,50,2751,49462,488247
"G4801230","1870","Texas","480","DeWitt","1230","De Witt",6443,478823,8566,225673,0,0,0,0,49853,369621
"G4801270","1870","Texas","480","Dimmit","1270","Dimmit",109,3860,980,79050,0,0,0,0,0,72047
"G4801310","1870","Texas","480","Duval","1310","Duval",1083,19321,300,26522,0,0,0,0,3355,75735
"G4801330","1870","Texas","480","Eastland","1330","Eastland",88,230,20,4325,0,0,0,0,2050,17867
"G4801370","1870","Texas","480","Edwards","1370","Edwards",,,,,,,,,,
"G4801390","1870","Texas","480","Ellis","1390","Ellis",7514,633232,28474,412826,25,100,0,300,23450,462573
"G4801410","1870","Texas","480","El Paso","1410","El Paso",3671,800,125,326,100,50,0,0,0,300
"G4801415","1870","Texas","480","Encinal","1415","Encinal",427,5510,160,19030,0,0,0,0,0,16305
"G4801430","1870","Texas","480","Erath","1430","Erath",1801,151378,18985,119288,30,0,0,4373,27031,307865
"G4801450","1870","Texas","480","Falls","1450","Falls",9851,549704,45051,1080186,8700,250,0,0,13664,363236
"G4801470","1870","Texas","480","Fannin","1470","Fannin",13207,1302250,51072,759456,1395,0,3530,5287,103186,621794
"G4801490","1870","Texas","480","Fayette","1490","Fayette",16863,2117213,129826,1232740,738,0,11045,1705,113668,915033
"G4801570","1870","Texas","480","Fort Bend","1570","Fort Bend",7114,924241,111638,595193,1796,35,2784,40,52160,390084
"G4801610","1870","Texas","480","Freestone","1610","Freestone",8139,692461,32461,659420,50,50,50,1632,26233,411576
"G4801630","1870","Texas","480","Frio","1630","Frio",309,11030,1661,14390,0,0,0,0,29184,211810
"G4801670","1870","Texas","480","Galveston","1670","Galveston",15290,245900,7380,77241,500,28098,0,0,8310,52890
"G4801710","1870","Texas","480","Gillespie","1710","Gillespie",3566,174001,37820,161787,30,35,1039,1468,18544,140475
"G4801750","1870","Texas","480","Goliad","1750","Goliad",3628,105484,2145,56755,0,635,0,0,1785,57686
"G4801770","1870","Texas","480","Gonzales","1770","Gonzales",8951,608972,100044,301184,475,0,0,395,47646,637973
"G4801810","1870","Texas","480","Grayson","1810","Grayson",14387,1315148,63715,724649,5920,525,0,11453,76770,579893
"G4801850","1870","Texas","480","Grimes","1850","Grimes",13218,991807,50038,1024575,0,0,0,50,2498,526530
"G4801870","1870","Texas","480","Guadalupe","1870","Guadalupe",7282,627948,48870,342433,305,0,0,0,27045,386504
"G4801930","1870","Texas","480","Hamilton","1930","Hamilton",733,26160,1645,151550,0,0,0,630,120885,109622
"G4801970","1870","Texas","480","Hardeman","1970","Hardeman",,,,,,,,,,
"G4801990","1870","Texas","480","Hardin","1990","Hardin",1460,46880,2925,67900,0,0,0,0,0,38382
"G4802010","1870","Texas","480","Harris","2010","Harris",17375,605732,44602,270757,5075,4150,6160,1785,21070,284463
"G4802030","1870","Texas","480","Harrison","2030","Harrison",13241,863851,35672,878745,30,460,0,120,45841,214240
"G4802070","1870","Texas","480","Haskell","2070","Haskell",,,,,,,,,,
"G4802090","1870","Texas","480","Hays","2090","Hays",4088,207897,5480,162577,1000,0,1065,697,17278,101929
"G4802130","1870","Texas","480","Henderson","2130","Henderson",6786,187080,8655,336551,75,0,190,3953,12768,253687
"G4802150","1870","Texas","480","Hidalgo","2150","Hidalgo",2387,74200,3950,50460,0,0,0,100,11525,139188
"G4802170","1870","Texas","480","Hill","2170","Hill",7453,1030420,56238,551562,275,0,450,0,49953,726366
"G4802210","1870","Texas","480","Hood","2210","Hood",2585,174100,8110,279701,0,0,0,3565,74936,274942
"G4802230","1870","Texas","480","Hopkins","2230","Hopkins",12651,1037789,32369,874987,2923,500,2507,18936,96038,568393
"G4802250","1870","Texas","480","Houston","2250","Houston",8147,57180,6787,128651,0,0,360,400,7735,55101
"G4802310","1870","Texas","480","Hunt","2310","Hunt",10291,780140,104813,735109,375,0,28,3066,77092,779394
"G4802370","1870","Texas","480","Jack","2370","Jack",694,9040,645,10155,50,500,0,0,1105,15925
"G4802390","1870","Texas","480","Jackson","2390","Jackson",2278,152613,4140,82623,0,0,0,0,20833,78555
"G4802410","1870","Texas","480","Jasper","2410","Jasper",4218,245344,12490,273175,5,0,850,2165,22590,125029
"G4802450","1870","Texas","480","Jefferson","2450","Jefferson",1906,61092,2978,34781,20,0,0,0,4931,99619
"G4802510","1870","Texas","480","Johnson","2510","Johnson",4923,331054,38671,192716,485,140,0,2013,40983,315204
"G4802530","1870","Texas","480","Jones","2530","Jones",,,,,,,,,,
"G4802550","1870","Texas","480","Karnes","2550","Karnes",1705,45620,2380,337161,0,300,0,0,12560,328776
"G4802570","1870","Texas","480","Kaufman","2570","Kaufman",6895,487055,10418,292533,1732,0,0,200,53292,281550
"G4802590","1870","Texas","480","Kendall","2590","Kendall",1536,116960,18228,75766,0,120,55,8015,11328,92465
"G4802650","1870","Texas","480","Kerr","2650","Kerr",1042,99052,15567,74827,0,50,13927,2516,9958,97204
"G4802670","1870","Texas","480","Kimble","2670","Kimble",72,180,10,2050,0,0,0,0,0,7700
"G4802710","1870","Texas","480","Kinney","2710","Kinney",1204,57605,5000,26575,0,0,0,250,5030,95230
"G4802750","1870","Texas","480","Knox","2750","Knox",,,,,,,,,,
"G4802770","1870","Texas","480","Lamar","2770","Lamar",15790,1058936,57153,821789,3045,16515,305,2972,92425,473301
"G4802810","1870","Texas","480","Lampasas","2810","Lampasas",1344,62140,3787,61077,5,0,898,3147,22170,103556
"G4802830","1870","Texas","480","La Salle","2830","La Salle",69,0,0,8828,0,0,0,0,3675,39600
"G4802850","1870","Texas","480","Lavaca","2850","Lavaca",9168,1025101,34729,621966,1717,171,0,2364,115490,692937
"G4802890","1870","Texas","480","Leon","2890","Leon",6523,370852,45591,527871,2040,0,80,0,30555,298541
"G4802910","1870","Texas","480","Liberty","2910","Liberty",4414,319668,13663,241656,200,0,201,0,6244,176253
"G4802930","1870","Texas","480","Limestone","2930","Limestone",8591,1121390,2040,418720,240,0,0,0,0,420559
"G4802970","1870","Texas","480","Live Oak","2970","Live Oak",852,63839,875,38091,0,0,0,0,16724,310372
"G4802990","1870","Texas","480","Llano","2990","Llano",1379,42210,6223,31751,0,0,0,0,13153,106000
"G4803070","1870","Texas","480","McCulloch","3070","Mcculloch",173,2920,93,2922,0,0,360,0,1562,4835
"G4803090","1870","Texas","480","McLennan","3090","Mclennan",13500,356734,9385,816205,650,1124,0,78,11005,475962
"G4803110","1870","Texas","480","McMullen","3110","Mcmullen",230,4500,0,11395,0,0,0,0,10976,95860
"G4803130","1870","Texas","480","Madison","3130","Madison",4061,206175,14674,266345,0,0,0,25,2960,190920
"G4803150","1870","Texas","480","Marion","3150","Marion",8562,412591,0,126025,0,0,0,0,0,85117
"G4803190","1870","Texas","480","Mason","3190","Mason",678,29530,5110,27795,0,210,0,0,14684,61830
"G4803210","1870","Texas","480","Matagorda","3210","Matagorda",3377,364817,32681,261521,30,700,0,0,27402,333483
"G4803230","1870","Texas","480","Maverick","3230","Maverick",1951,44235,3045,26200,0,0,0,3000,6402,162200
"G4803250","1870","Texas","480","Medina","3250","Medina",2078,118570,13830,82688,0,400,0,0,17514,326305
"G4803270","1870","Texas","480","Menard","3270","Menard",667,15050,210,19985,0,0,1900,0,4800,61950
"G4803310","1870","Texas","480","Milam","3310","Milam",8984,505584,50961,553792,335,0,0,26,61748,398881
"G4803370","1870","Texas","480","Montague","3370","Montague",890,63960,5856,63547,190,60,200,1807,30744,95005
"G4803390","1870","Texas","480","Montgomery","3390","Montgomery",6483,702328,16171,351943,0,0,230,330,34344,228761
"G4803470","1870","Texas","480","Nacogdoches","3470","Nacogdoches",9614,499311,27886,558104,0,0,0,12759,64852,291868
"G4803490","1870","Texas","480","Navarro","3490","Navarro",8879,1078152,39187,965891,3200,0,0,0,0,654826
"G4803510","1870","Texas","480","Newton","3510","Newton",2187,136255,9121,253100,0,0,0,0,490,98937
"G4803550","1870","Texas","480","Nueces","3550","Nueces",3975,288149,7905,224539,0,0,0,0,177115,1063658
"G4803610","1870","Texas","480","Orange","3610","Orange",1255,28063,1294,18905,0,0,0,0,1950,33736
"G4803630","1870","Texas","480","Palo Pinto","3630","Palo Pinto",,,,,,,,,,
"G4803650","1870","Texas","480","Panola","3650","Panola",10119,1031615,25827,1407760,587,0,120,10968,117930,394025
"G4803670","1870","Texas","480","Parker","3670","Parker",4186,136475,17495,102070,35,5375,0,70,50,108973
"G4803730","1870","Texas","480","Polk","3730","Polk",8707,311426,46296,607993,30,190,472,3587,40328,241631
"G4803770","1870","Texas","480","Presidio","3770","Presidio",1636,,,,,,,,,
"G4803870","1870","Texas","480","Red River","3870","Red River",10653,909268,53436,763358,575,100,0,1156,93680,392797
"G4803910","1870","Texas","480","Refugio","3910","Refugio",2324,135300,8980,136870,0,0,0,0,61442,592745
"G4803950","1870","Texas","480","Robertson","3950","Robertson",9990,742965,19203,293475,0,2870,0,0,1230,120335
"G4803990","1870","Texas","480","Runnels","3990","Runnels",,,,,,,,,,
"G4804010","1870","Texas","480","Rusk","4010","Rusk",16916,562829,47748,1555718,1379,50,145,7878,111898,389450
"G4804030","1870","Texas","480","Sabine","4030","Sabine",3256,136000,18836,267058,0,140,365,7486,33186,123892
"G4804050","1870","Texas","480","San Augustine","4050","San Augustine",4196,131363,23298,328886,230,0,0,1630,33551,173804
"G4804090","1870","Texas","480","San Patricio","4090","San Patricio",602,43800,3770,49375,0,0,0,0,24475,189450
"G4804110","1870","Texas","480","San Saba","4110","San Saba",1425,124561,1827,64789,200,280,4482,768,23992,114045
"G4804170","1870","Texas","480","Shackelford","4170","Shackelford",455,480,0,200,0,0,0,0,0,4550
"G4804190","1870","Texas","480","Shelby","4190","Shelby",5732,178553,37269,440358,0,0,0,0,47602,240816
"G4804230","1870","Texas","480","Smith","4230","Smith",16532,1382113,31105,1256126,135,0,0,3837,112514,421896
"G4804270","1870","Texas","480","Starr","4270","Starr",4154,1375,75,1450,0,0,0,0,0,18320
"G4804290","1870","Texas","480","Stephens","4290","Stephens",330,2850,300,43570,0,0,0,0,20274,147160
"G4804390","1870","Texas","480","Tarrant","4390","Tarrant",5788,496047,60682,228837,80,20,0,14525,40209,350637
"G4804410","1870","Texas","480","Taylor","4410","Taylor",,,,,,,,,,
"G4804470","1870","Texas","480","Throckmorton","4470","Throckmorton",,,,,,,,,,
"G4804490","1870","Texas","480","Titus","4490","Titus",11339,1133072,41827,899135,269,0,0,5195,119016,467387
"G4804530","1870","Texas","480","Travis","4530","Travis",13153,1897960,49483,1121946,413,2780,1180,2732,16878,611579
"G4804550","1870","Texas","480","Trinity","4550","Trinity",4141,172214,24764,323020,0,0,0,4717,41552,175400
"G4804570","1870","Texas","480","Tyler","4570","Tyler",5010,250806,13933,372175,0,0,0,11439,47074,192287
"G4804590","1870","Texas","480","Upshur","4590","Upshur",12039,590238,37238,928687,289,0,20,3198,115601,370570
"G4804630","1870","Texas","480","Uvalde","4630","Uvalde",851,35410,3635,42850,0,0,0,1150,17750,129900
"G4804670","1870","Texas","480","Van Zandt","4670","Van Zandt",6494,502267,16507,494357,15,0,125,25874,75389,238577
"G4804690","1870","Texas","480","Victoria","4690","Victoria",4860,240743,16686,182191,480,215,2532,0,62140,320242
"G4804710","1870","Texas","480","Walker","4710","Walker",9776,311566,24171,603808,0,718,50,0,20166,232060
"G4804770","1870","Texas","480","Washington","4770","Washington",23104,3765786,122830,1872244,5125,125,2145,0,66658,879871
"G4804790","1870","Texas","480","Webb","4790","Webb",2615,17640,2258,165178,0,0,0,0,0,131599
"G4804810","1870","Texas","480","Wharton","4810","Wharton",3426,332345,28860,162521,0,0,0,0,16841,73094
"G4804850","1870","Texas","480","Wichita","4850","Wichita",,,,,,,,,,
"G4804870","1870","Texas","480","Wilbarger","4870","Wilbarger",,,,,,,,,,
"G4804910","1870","Texas","480","Williamson","4910","Williamson",6368,389239,28767,217321,0,305,15,230,19340,341794
"G4804930","1870","Texas","480","Wilson","4930","Wilson",2556,153961,3388,85048,0,0,0,0,17747,189669
"G4804970","1870","Texas","480","Wise","4970","Wise",1450,70420,5975,45250,169,10,0,1062,24325,91176
"G4804990","1870","Texas","480","Wood","4990","Wood",6894,510834,17445,606210,60,0,0,1614,63488,284006
"G4805030","1870","Texas","480","Young","5030","Young",135,1200,0,8840,0,0,0,0,12315,49100
"G4805050","1870","Texas","480","Zapata","5050","Zapata",1488,106939,437,10268,0,0,0,0,700,108733
"G4805070","1870","Texas","480","Zavala","5070","Zavala",133,2600,455,2550,0,0,0,0,325,13800
"G4950015","1870","Utah Territory","495","Beaver","0015","Beaver",2007,37145,13030,94594,0,0,0,4329,15125,111331
"G4950035","1870","Utah Territory","495","Box Elder","0035","Box Elder",4855,109235,10858,78446,600,0,0,0,1050,86728
"G4950055","1870","Utah Territory","495","Cache","0055","Cache",8229,76230,16480,76706,0,0,0,503,234,101549
"G4950115","1870","Utah Territory","495","Davis","0115","Davis",4459,220300,0,99455,1955,4525,0,0,0,80180
"G4950295","1870","Utah Territory","495","Iron","0295","Iron",2277,32781,11060,75968,244,165,0,7634,16010,93200
"G4950315","1870","Utah Territory","495","Juab","0315","Juab",2034,40221,7959,73377,640,0,0,4148,7130,75740
"G4950335","1870","Utah Territory","495","Kane","0335","Kane",1513,48845,14705,48516,4745,0,0,2695,7413,59447
"G4950375","1870","Utah Territory","495","Millard","0375","Millard",2753,70635,22450,121081,3455,1300,0,3618,18455,198198
