COUNTY,YEAR,MACHINE,LIVESTOCK,AGOUT3,TOTPOP,FARMS,FORATIO,SLAVES,FORPOP,AMEN,POPGROWTH,WHEATRAT,RYERAT,CORNRAT,OATRAT,TOBACCORAT,COTTONRAT,WOOLRAT,IRPOTATORAT,SWPOTATORAT,BARLEYRAT,BUCKWHEATRAT,BUTTERRAT,HAYRAT,DIDRAT,CSA,LAGOUT3,LMACHINE,LLIVESTOCK,LFARMS
Des Moines,1870,187350.625,995125.3125,1208642.188,27256,2006,0.246514529,0,6719,1,-0.016225498,0.18176046,0.010882373,0.381677692,0.074296753,8.03E-06,0,0.012831505,0.057564143,0.001185545,0.005377894,0.000662715,0.150956602,0.292397248,0,0,14.00500813,12.14073714,13.81062395,7.603897969
Desha,1860,128064,403250,781194,6459,295,0.024461991,0.585849203,158,0,-0.381326973,0.001424742,0,0.141277327,0.00014209,0,0.753369842,0.000529958,0.002640829,0.014759458,0,0,0.005989549,0.001333856,0,1,13.5685788,11.76028542,12.907312,5.686975356
Desha,1870,24345.75,198466.125,495924.6875,6125,579,0.032653061,0.585849203,200,1,-0.381326973,0.000796895,0,0.099399044,8.67E-05,0,0.639547593,7.48E-05,0.010051986,0.018483724,0,0,0.019254178,0.000990675,0.585849203,1,13.11417935,10.10011258,12.19837371,6.361302478
DeSoto,1860,282518,1365928,2781531,23336,1055,0.004928008,0.599374357,115,0,-0.201590804,0.014658115,0.001058769,0.137951366,0.000361671,1.47E-05,0.692217344,0.00105805,0.002994035,0.015465584,1.08E-06,0,0.006766417,0.010547069,0,1,14.83851205,12.55149754,14.12734461,6.961296046
DeSoto,1870,166808.125,940381.0625,2138529.938,32021,3742,0.009993442,0.599374357,320,1,-0.201590804,0.012181228,9.94E-05,0.180268115,0.001886062,0.000566978,0.438031333,0.000653585,0.006749494,0.027470499,1.39E-05,1.68E-05,0.034125257,0.000391905,0.599374357,1,14.57562921,12.02459948,13.75404046,8.227375507
DeWitt,1860,66880,721826,404858,5108,463,0.171887236,0.32165231,878,0,-0.26452487,0.001936481,0,0.190486541,2.47E-05,0.00031122,0.625997263,0.010196168,0.002378612,0.0134047,0,0,0.015990792,0.003114672,0,1,12.91129167,11.11065525,13.48953939,6.137727054
DeWitt,1870,5889.125,254114.4375,155150.1875,6443,609,0.153189508,0.32165231,987,1,-0.26452487,0,0,0.361623282,0,0,0.135432901,0.030441794,0.020087736,0.07047568,0,0,0.136347002,0.001117627,0.32165231,1,11.95214888,8.680862709,12.44553999,6.411818268
Dickinson,1860,1020,2080,4499,180,10,0.088888889,0,16,0,1.468145388,0.046899311,0,0.082018226,0.00555679,0,0,0,0.145143365,0,0,0.013336297,0.076016893,0.531229162,0,0,8.411610429,6.927557906,7.640123173,2.302585093
Dickinson,1870,17533.3125,56010.625,65133.75,1389,182,0.138948884,0,193,1,1.468145388,0.349217418,0,0.042049475,0.135607577,0,0,0.003220911,0.078480972,0,0.022968123,0.000513927,0.155333525,0.72478784,0,0,11.08419813,9.771857922,10.93329668,5.204006687
Dickson,1860,73783,623275,504048,9982,1040,0.022540573,0.220496894,225,0,-0.534825227,0.045979748,0.001055455,0.4592638,0.00512848,0.104648764,0.0029521,0.006336698,0.008499191,0.025328937,0,0,0.016284163,0.013659413,0,1,13.13042678,11.20888363,13.34274311,6.946975992
Dickson,1870,34347.5,252267.8125,366476.6875,9340,857,0.006423983,0.220496894,60,1,-0.534825227,0.102530942,0.001583743,0.452755129,0.069003844,0.122317767,0.00095384,0.009103488,0.024311156,0.027576024,0,9.35E-05,0.102713322,0.017191271,0.220496894,1,12.81169019,10.44428451,12.43824655,6.753437919
Dinwiddie,1860,120296,484278,818675,30198,581,0.024637393,0.423008146,744,0,-0.465330393,0.166348062,7.45E-05,0.199256115,0.034563166,0.423773781,0.00175894,0.001921397,0.005879012,0.015830458,0,4.64E-05,0.006464104,0.003734083,0,1,13.61544246,11.69771065,13.0904144,6.364750757
Dinwiddie,1870,22159.5,109400.5,319575.4375,30702,855,0.015862159,0.423008146,487,1,-0.465330393,0.129746392,0.001068042,0.277775541,0.076801804,0.256330363,0,0.001453253,0.017996014,0.022403693,0,0,0.04461357,0.055706409,0.423008146,1,12.67474864,10.00602158,11.60277074,6.751101469
Dodge,1860,32402,101452,233382,3797,432,0.184092705,0,699,0,0.42191399,0.240241321,0.000869819,0.108568784,0.057163792,0,0,0,0.074808683,0,0.01660368,0.000886958,0.059229075,0.346624847,0,0,12.36043188,10.38597543,11.52734106,6.068425588
Dodge,1860,362819,1069933,2437703,42818,4604,0.368816853,0,15792,0,-0.330758521,0.527332903,0.003162403,0.041425883,0.079242221,7.59E-05,0,0.006684982,0.035040364,5.29E-05,0.023752278,0.00016614,0.045661428,0.135101774,0,0,14.70656676,12.80165937,13.88310659,8.43468077
Dodge,1870,135361.1875,396823.625,699746.4375,8598,1114,0.242265643,0,2083,1,0.42191399,0.943385496,0.000379638,0.060399078,0.236295651,0,0,0.0066015,0.037000334,0,0.057274318,0.005775788,0.151184945,0.410177651,0,0,13.45847332,11.81570195,12.89124719,7.01571242
Dodge,1870,735638.75,1657905.563,3196972.625,47035,4913,0.389646008,0,18327,1,-0.330758521,0.746431015,0.006297284,0.102312543,0.1223497,9.98E-05,0,0.015970249,0.078561433,0.00011885,0.025586096,0.001907132,0.137441475,0.31755921,0,0,14.97771487,13.50849445,14.32106565,8.499640032
Dona Ana,1870,4898.4375,49321.25,102172.8125,5864,299,0.512960437,0,3008,1,-0.604940489,0.237411102,0,0.501765575,0.002314706,0,0,0.030419051,6.93E-05,0,0.004991543,0,0.001678039,0,0,0,11.5344209,8.496671556,10.8061103,5.700443573
Dooly,1860,32899,456520,846551,8917,572,0.001906471,0.456431535,17,0,-0.499652323,0.009658012,0.000438249,0.185130016,0.001698657,8.27E-06,0.56570248,0.003066561,0.001679757,0.05041988,3.54E-06,0,0.002555073,0,0,1,13.64892573,10.40119754,13.03138779,6.349138991
Dooly,1870,21777.25,175741.5,364995.8125,9790,476,0.001736466,0.456431535,17,1,-0.499652323,0.002627099,0.000282305,0.213682561,0.011174238,0,0.439695127,0.010092297,1.75E-05,0.046053145,0,0,0,0,0.456431535,1,12.80764116,9.988621126,12.07676944,6.165417854
Door,1860,3081,12958,24958,2948,179,0.583446404,0,1720,0,0.200670695,0.119921468,0.056855517,0.084421829,0.063426557,0.000120202,0,0,0.439498357,0,0.00164276,0,0.021115474,0.069276384,0,0,10.12494969,8.033009499,9.469468637,5.187385806
Door,1870,19137.25,71251.8125,126031.125,4919,519,0.429558853,0,2113,1,0.200670695,0.285392993,0.027803965,0.006131184,0.075412244,0,0,0.001229506,0.242441349,0,0.01106076,0.000240306,0.171894371,0.210390489,0,0,11.74428418,9.859391977,11.17397554,6.251903883
Dorchester,1860,92423,458091,1002270,20461,1155,0.001172963,0.201505303,24,0,-0.527904691,0.265871472,0.002200006,0.507468048,0.01630399,0,0,0.004032845,0.030195456,0.017953246,0,2.59E-05,0.024330769,0.003397288,0,0,13.81777799,11.43413114,13.03482313,7.051855623
Dorchester,1870,55371.25,276958.6875,565670.1875,19458,766,0.001644568,0.201505303,32,1,-0.527904691,0.225146035,0.004381696,0.285926824,0.026681625,0,0,0.006031246,0.025027248,0.014398832,0.000450793,0,0.044419115,0.02258171,0.201505303,0,13.24576648,10.92181578,12.53162363,6.64118217
Dougherty,1860,62672,429446,1230696,8295,189,0.008679928,0.732851115,72,0,-0.121682284,0.000442026,0.000572847,0.13336681,0.000400586,0,0.763665438,0,0.00013082,0.021962369,0,0,0.001137568,0.007068358,0,1,14.02309042,11.04567006,12.97025128,5.241747015
Dougherty,1870,36330.25,270575.9375,961351.875,11517,221,0.01328471,0.732851115,153,1,-0.121682284,3.25E-05,0.000205154,0.123446953,0.005530701,0,0.566993808,0.000238314,0.000120043,0.007373814,0,0,0.001373238,0.006012367,0.732851115,1,13.77609578,10.50040601,12.50830807,5.398162702
Douglas,1860,82807,514952,810330,7140,811,0.061204482,0,437,0,0.103885745,0.076413313,0.000893463,0.752604494,0.006436884,0,0,0.003818198,0.011865536,0.000559032,0.000164131,0.003486234,0.024703516,0.038369553,0,0,13.60519685,11.32426788,13.15182897,6.698268054
Douglas,1860,2115,5060,8417,195,20,0.230769231,0,45,0,2.562491347,0.013425211,0.001188072,0.048116906,0.037661875,0,0,0,0.176785078,0,0.002732565,0.002732565,0.060948081,0.550671261,0,0,9.038008749,7.656810091,8.529121762,2.995732274
Douglas,1860,11046,111252,90344,2414,259,0,0,0,0,-0.14680882,0.090454264,0.001914903,0.517101302,0.008866112,0.003896219,0,0.010670327,0.011976446,0.001937041,0,4.43E-05,0.060568494,0.000796954,0,1,11.41137989,9.30982365,11.61955318,5.556828062
Douglas,1860,52937,488615,183751,3203,349,0.046831096,0,150,0,0.205819043,0.349641635,0.001589107,0.029224331,0.15219509,0.000146938,0,0.01596726,0.02873998,0,0.00585575,0.000157822,0.022628448,0.061643202,0,0,12.12133686,10.87685781,13.09933014,5.855071922
Douglas,1860,685,6060,4039,812,14,0.321428571,0,261,0,0.248785982,0.037137905,0,0.006684823,0.022530329,0,0,0,0.424362466,0,0.008665511,0.00123793,0.001733102,0.20302055,0,0,8.303752416,6.529418838,8.709465079,2.63905733
Douglas,1870,127230.8125,678035.1875,811287.8125,13484,1179,0.051023435,0,688,1,0.103885745,0.093764209,0.008947115,1.076950728,0.119294064,0,0,0.008046629,0.056955891,0.000998203,0.000284979,0.001840996,0.0931184,0.270747873,0,0,13.60637816,11.75375814,13.42695446,7.072421901
Douglas,1870,25143.9375,116021.125,130825.0625,4239,654,0.453644728,0,1923,1,2.562491347,0.472004361,0.00364888,0.026114262,0.215511,0,0,0.00338027,0.199609092,0,0.025560087,0.007456736,0.263777394,1.182729036,0,0,11.78161631,10.13237209,11.66152757,6.483107351
Douglas,1870,5872.625,103256.3125,102059.375,3915,412,0.002554278,0,10,1,-0.14680882,0.140562883,0.012501791,0.524665177,0.076048869,0.009531834,0,0.011894018,0.035185165,0.006806969,0,0.000359222,0.082897686,0.01132674,0,1,11.53331003,8.678057002,11.54496965,6.021023349
Douglas,1870,59820.75,495010.3125,463439.625,6066,756,0.062973953,0,382,1,0.205819043,0.233937355,0.000482889,0.030245838,0.175140893,9.67E-05,0,0.154075617,0.037046897,0,0.041702196,1.72E-05,0.062137809,0.204945466,0,0,13.0464314,10.99910787,13.11233387,6.628041376
Douglas,1870,1478.125,2217.1875,3403.125,1122,8,0.365418895,0,410,1,0.248785982,0.003056015,0,0,0.087184573,0,0,0,0.320387879,0,0.03496786,0,0,0.326949495,0,0,8.132449406,7.298529672,7.70399478,2.079441542
Drew,1860,67024,447800,757173,9078,677,0.002864067,0.385217008,26,0,-0.451717051,0.015464101,0.001271836,0.192759118,0.00092185,0.000920529,0.583475639,0.001325985,0.003618724,0.047691875,4.23E-05,3.57E-05,0.009466793,2.38E-05,0,1,13.53734704,11.11280604,13.01210198,6.517671273
Drew,1870,18037.25,206067.125,646533.25,9960,884,0.002710843,0.385217008,27,1,-0.451717051,0.014200538,0.000105834,0.178664902,0.006551094,6.45E-05,0.400154578,0.000857394,0.003799897,0.040808226,2.23E-05,0,0.000658834,0,0.385217008,1,13.37937991,9.800194343,12.23595724,6.784457063
Dubois,1860,93906,357461,366936,10394,1506,0.265922648,0,2764,0,-0.315530525,0.227396603,0.001539778,0.243363965,0.035831862,0.103129701,0,0.012391807,0.024690954,0.000899339,0.010296073,0.000416966,0.032539734,0.074078313,0,0,12.81294272,11.45004956,12.78678154,7.317212408
Dubois,1870,68700.5,314307.125,588467,12597,1238,0.195363976,0,2461,1,-0.315530525,0.213200468,0.003588162,0.330324113,0.081012597,0.059167219,0,0.013104959,0.029832714,0.000636102,0.008842807,0.000146272,0.029612838,0.106029905,0,0,13.28527613,11.13751176,12.65812589,7.121252453
Dubuque,1860,171982,559182,1177674,31164,1854,0.415800282,0,12958,0,-0.150058091,0.186999968,0.002339357,0.180609405,0.078529372,2.97E-05,0,0.002042161,0.051296029,3.14E-05,0.010725379,0.00057656,0.062965642,0.294584919,0,0,13.97905186,12.0551451,13.23423028,7.525100746
Dubuque,1870,312888.125,1147337.813,2027489.063,38969,2281,0.348071544,0,13564,1,-0.150058091,0.254035284,0.002117429,0.336440917,0.17694675,6.22E-06,0,0.003436392,0.057227311,1.99E-06,0.03175265,0.000608907,0.082147801,0.266501487,0,0,14.52230867,12.65360098,13.95295487,7.732369222
Dukes,1860,15118,74143,74088,4403,261,0.043379514,0,191,0,-0.57486402,0.000337437,0.014739229,0.135865457,0.024173955,0,0,0.080687831,0.080471871,1.35E-05,0.00074236,8.10E-05,0.048131951,0.350340136,0,0,11.21300885,9.623641366,11.21375094,5.564520407
Dukes,1870,6788.375,43694.0625,38692.5,3787,146,0.027726433,0,105,1,-0.57486402,0,0.003474446,0.094222911,0.025793888,0,0,0.074410235,0.147208374,0,0.000329521,0,0.140061872,0.6520566,0,0,10.56340106,8.822966869,10.6849675,4.983606622
Dunklin,1860,28255,237017,595218,5026,374,0.001392758,0.03402308,7,0,-0.364403621,0.009117668,0.000127684,0.219758139,0.000149525,0.005594589,0.658582234,0.001300364,0.002387361,0.010421392,0,0,0.009935855,0,0,1,13.296683,10.24902571,12.37588715,5.924255797
Dunklin,1870,21667.25,167655.125,284614.6875,5982,635,0.004012036,0.03402308,24,1,-0.364403621,0.01924595,7.07E-05,0.468852824,0.003977975,0.000966201,0.000818791,0.002925007,0.018825957,0.022768502,0,0,0.043527606,0.003401616,0.03402308,1,12.55889157,9.983557183,12.02966432,6.453624999
Dunn,1860,11837,52608,100784,2704,103,0.343565089,0,929,0,0.72943234,0.30266709,0.000605255,0.087603191,0.089587633,0.0001786,0,0.000416733,0.134803143,0,0.00556636,0.002678997,0.032187649,0.152682966,0,0,11.52073489,9.378985498,10.87062348,4.634728988
Dunn,1870,68827,300575,460603.6875,9488,1149,0.339376054,0,3220,1,0.72943234,0.461394135,0.022145187,0.080803695,0.217896041,0,0,0.004037996,0.069276154,0,0.037662855,0.007590992,0.173566196,0.386783812,0,0,13.04029327,11.13935139,12.61345259,7.046647278
Dupage,1860,204110,748297,1355336,14701,1477,0.325011904,0,4778,0,-0.251567036,0.141389294,0.000673634,0.129803975,0.194896321,0,0,0.018196964,0.081727336,6.64E-05,0.015737795,0.001180519,0.070024702,0.215581229,0,0,14.11955995,12.22641434,13.52555524,7.297768283
Dupage,1870,207967.375,812758.375,1174602,16685,1409,0.31243632,0,5213,1,-0.251567036,0.094551652,0.00516197,0.146969033,0.315126204,8.26E-05,0,0.029032508,0.085349839,2.60E-05,0.052147621,0.001141962,0.177899061,0.644995922,0,0,13.97643992,12.2451365,13.60818914,7.250635512
Duplin,1860,84417,493346,789665,15784,919,0.002344146,0.451343132,37,0,-0.577784342,0.006124116,0.006681314,0.240631154,0.001562688,6.96E-05,0.071179551,0.002954417,0.004262567,0.184183166,0,0,0.006254551,0.031727378,0,1,13.57936408,11.34352408,13.10896603,6.823286122
Duplin,1870,23106.875,207982.5,556848.875,15542,1655,0.002766697,0.451343132,43,1,-0.577784342,0.004437542,0.003768769,0.2723345,0.001135137,4.79E-05,0.12450308,0.003796154,0.005567636,0.196000585,1.53E-05,0,0.003206879,0.025223001,0.451343132,1,13.23004916,10.04788547,12.24520922,7.411556288
Dutchess,1860,945810,3137733,3612418,64941,3356,0.151244976,0,9822,0,-0.192096142,0.020866356,0.08189916,0.129350203,0.117138991,0.003944726,0,0.011693276,0.032869673,4.15E-06,0.000605688,0.008625801,0.100435775,0.285349868,0,0,15.09988791,13.75979698,14.95901112,8.118505068
Dutchess,1870,879322.8125,3261989.5,3797950.063,74041,3404,0.163463486,0,12103,1,-0.192096142,0.024075577,0.036921541,0.069773471,0.079264602,0.000394314,0,0.007907173,0.075253858,0,0.003377664,0.009491308,0.123616162,0.519544825,0,0,15.14997202,13.68690736,14.99784784,8.13270649
Duval,1860,11490,47669,59958,5074,165,0.039416634,0.391604257,200,0,0.469872662,0,8.34E-05,0.242086127,5.00E-05,0,0.134494146,0.001984723,0.004786684,0.200790553,0,0,0.004503152,0.02001401,0,1,11.0013996,9.349232371,10.77203657,5.105945474
Duval,1870,8991.125,106917.9375,83881.875,11921,501,0.043536616,0.391604257,519,1,0.469872662,0,0,0.202943008,0.000512626,0.000231278,0.003704257,0.000264658,0.002532132,0.338508945,0,0,0.00045421,0,0.391604257,1,11.33716484,9.103993259,11.57981688,6.216606101
Dyer,1860,76247,667200,758437,10536,679,0.001708428,0.250664389,18,0,-0.263814591,0.046402008,0.001671859,0.343023877,0.000911084,0.304316641,0.059870497,0.002561848,0.00454751,0.02538642,2.64E-05,0,0.009307299,0.00627211,0,1,13.53901502,11.24173335,13.41084513,6.520621128
Dyer,1870,92778.125,593031.3125,1050902.188,13706,2311,0.00291843,0.250664389,40,1,-0.263814591,0.073321381,0.000565314,0.370701484,0.003078203,0.03806889,0.181393399,0.000700073,0.000388729,0.002245171,0,0,0.035970328,0.003547523,0.250664389,1,13.86515958,11.43796617,13.29300248,7.74543561
Early,1860,154170,466063,713370,6149,200,0.001301025,0.659782078,8,0,-0.531831647,0.000126162,3.93E-05,0.143716444,0.000684077,1.40E-06,0.613381555,0.002615753,0.000297181,0.04737934,0,0,0.003023676,0.017879922,0,1,13.4777555,11.94581117,13.0520761,5.298317367
Early,1870,27739.9375,133348.1875,353170.125,6998,220,0.002000572,0.659782078,14,1,-0.531831647,3.53E-05,0.000268964,0.190072249,0.013637705,0.000164244,0.380624607,0.004595009,0.001665905,0.051545328,0,0,0.025762827,0,0.659782078,1,12.77470516,10.23062844,11.80071894,5.393627546
East Baton Rouge,1860,592848,470525,1383230,16046,370,0.060014957,0.534089493,963,0,-0.281007486,0,0,0.131475604,0,0,0.403264822,0.001122734,0.00167868,0.018612234,0,0,0.001320099,0.001500835,0,1,14.1399319,13.29269332,13.06160437,5.913503006
East Baton Rouge,1870,103316.125,249770.125,777793.5,17816,590,0.043387966,0.534089493,773,1,-0.281007486,0.002139385,0,0.123772132,0.000331708,6.24E-06,0.447777309,0.001597797,0.002879176,0.033196954,0,0,0.013118109,0.008638861,0.534089493,1,13.56421634,11.54554874,12.42829627,6.380122537
East Feliciana,1860,213965,592073,1497747,14697,301,0.025787576,0.720759339,379,0,-0.544120725,0,0,0.110188169,0.000331164,0,0.747747116,9.48E-05,0.000158238,0.031346416,0,0,0.003620104,0.002778173,0,1,14.21947254,12.27356773,13.29138522,5.707110265
East Feliciana,1870,7739.1875,190052.5,718008.5,13499,1561,0.021112675,0.720759339,285,1,-0.544120725,0,0,0.12113539,0.000524019,0,0.554572376,0.00180999,9.66E-05,0.029444937,0,0,0.000464305,6.04E-05,0.720759339,1,13.48423669,8.954051987,12.15505563,7.353081921
Eastland,1870,13.75,12283.5625,2973.4375,88,5,0.011363636,0,1,1,-0.572519193,0,0,0.043720441,0,0,0,0,0,0,0,0,0,0,0,1,7.99747397,2.621038824,9.416017265,1.609437912
Eaton,1860,125204,547088,642100,16476,1606,0.056809905,0,936,0,0.074736588,0.112976172,0.0054057,0.078034574,0.031077714,0.00035197,0,0.046810466,0.048629497,0,0.009032861,0.006749727,0.129915901,0.276612677,0,0,13.37249933,11.73769969,13.21236495,7.381501895
Eaton,1870,223467.0625,850964.8125,1243176,25171,2414,0.061539073,0,1549,1,0.074736588,0.273036223,0.000161884,0.097022948,0.103873016,0,0,0.039595764,0.100981361,0,0.011538672,0.003622855,0.229690554,0.36279127,0,0,14.03317995,12.31701931,13.65412606,7.789040402
Eau Claire,1860,15926,49370,109515,3162,198,0.255850727,0,809,0,0.844161,0.363831439,0.001196183,0.095018947,0.108807013,0.001232708,0,3.65E-05,0.119061316,0,0.000840068,0.001671004,0.038825732,0.156836963,0,0,11.60381681,9.675708273,10.80709823,5.288267031
Eau Claire,1870,55035.75,203183.75,396220,10769,731,0.313399573,0,3375,1,0.844161,0.540255616,0.008620501,0.091820908,0.319600197,0,0,0.002843496,0.051839352,0,0.039335723,0.003928477,0.119587767,0.210065115,0,0,12.88972489,10.91573825,12.22186602,6.59441346
Echols,1860,13037,101767,85247,1491,121,0,0.210596915,0,0,-0.291027676,0.002827079,0.000973641,0.206611376,0.011847924,0,0.112613934,0.002299201,2.35E-05,0.147582906,0,0,0.008047204,0,0,1,11.3533082,9.475546748,11.53044117,4.795790546
Echols,1870,4396.5625,50026.625,66565.125,1978,144,0,0.210596915,0,1,-0.291027676,0,0,0.326646724,0.051336342,4.37E-05,0.266654348,0.005873075,0.001765609,0.205068119,0,0,0.010205389,0,0.210596915,1,11.10593607,8.388578265,10.82031064,4.9698133
Edgar,1860,225892,1180482,1490684,16925,1408,0.039350074,0,666,0,-0.215341065,0.082490991,0.003549377,0.611540072,0.014184093,0.001083395,0,0.011743602,0.014041205,0.001403383,0.006925009,0.002524345,0.036623456,0.05886224,0,0,14.21474563,12.32781229,13.98143339,7.249925537
Edgar,1870,260623.6875,1586452.313,1628289.438,21450,2500,0.031981352,0,686,1,-0.215341065,0.166474531,0.018543349,0.673074316,0.076762747,0.000233521,2.39E-05,0.022373977,0.038484352,0.001155869,0.000618594,0.000648059,0.106956798,0.325138202,0,0,14.3030406,12.47083284,14.27701083,7.824046011
Edgecombe,1860,196756,772989,1940822,17376,793,0.002877532,0.581721915,50,0,-0.1779626,0.006382863,0.004423899,0.171949823,0.011612605,2.94E-05,0.473316976,0.000876433,0.002913199,0.049467185,0,0,0.001366947,0.024409245,0,1,14.47862215,12.18971966,13.5580201,6.675823222
Edgecombe,1870,83981.5625,344451.25,1614439.75,22970,661,0.002786243,0.581721915,64,1,-0.1779626,0.003930825,0.000111193,0.157439136,0.012937237,3.91E-06,0.44172676,0.000289731,0.003249598,0.028947674,0,0,0.002683029,0.027379498,0.581721915,1,14.29449855,11.33835256,12.74970785,6.49375384
Edgefield,1860,334868,1692717,2543713,39887,1696,0.004437536,0.603204051,177,0,-0.457335152,0.031076226,0.000658879,0.171636501,0.020415039,6.80E-05,0.513208841,0.001881895,0.002575762,0.030229825,0.000133663,0,0.007517751,0.001498204,0,1,14.74913538,12.7214917,14.34184549,7.436027816
Edgefield,1870,78290.4375,548834.6875,1602590.688,42486,1991,0.003718872,0.603204051,158,1,-0.457335152,0.034496194,5.22E-05,0.133767581,0.020759574,0,0.425410259,0.001382625,0.000960882,0.01501711,0.000275803,0,0.021660497,0,0.603204051,1,14.28713206,11.26818075,13.21555256,7.596392304
Edmonson,1860,27409,212889,223385,4645,456,0.003659849,0.058772874,17,0,-0.584588709,0.072654834,0.002005506,0.415117398,0.010882557,0.147480807,0,0.007722094,0.01042147,0.007825055,0,0.000380509,0.018112228,0.005371892,0,1,12.31665202,10.21862671,12.26852618,6.12249281
Edmonson,1870,20016.5625,163466.1875,153672.75,4459,743,0.002242655,0.058772874,10,1,-0.584588709,0.075107135,0.004206439,0.585393051,0.066271476,0.26185176,0,0.017016276,0.033314612,0.022409894,0,0,0.114684725,0.014480772,0.058772874,1,11.94258062,9.904315335,12.00436144,6.610696045
Edwards,1860,56777,232985,342782,5454,513,0.169966997,0,927,0,-0.178658549,0.130908274,2.33E-05,0.429710428,0.022851258,0.005986312,0,0.024199054,0.014032242,0.001834986,0.000528032,0.00010794,0.019528447,0.072827628,0,0,12.74484996,10.94688659,12.35872935,6.240275845
Edwards,1870,60002.25,225449.8125,441526.9375,7565,731,0.132187707,0,1000,1,-0.178658549,0.289022275,0.000962659,0.414998281,0.125780231,0.029252009,0,0.024487897,0.023286407,0.000340942,0,2.53E-05,0.028073198,0.241331368,0,0,12.99799431,11.00213734,12.32585285,6.59441346
Effingham,1860,28694,194497,180600,4755,313,0.004206099,0.4553102,20,0,-0.602412154,0.000825028,0.000786268,0.32696567,0.000188261,0,0.137408638,0.009922481,0.000105205,0.121533776,0,0,0.004246955,0.038272425,0,1,12.10403992,10.26444332,12.17817202,5.746203191
Effingham,1860,62178,268671,385878,7816,671,0.125639713,0,982,0,0.258639078,0.069755208,0.00402718,0.522665195,0.030468179,0.00131907,0,0.010109413,0.019946719,0.001052146,0.000334303,0.006090008,0.040196642,0.040111123,0,0,12.86327654,11.03775652,12.50124286,6.508769137
Effingham,1870,5766.0625,94245.9375,79254.3125,4214,331,0.003559563,0.4553102,15,1,-0.602412154,0,4.06E-05,0.366466872,0.01730215,0,0.144079983,0.005232472,0.000446663,0.161824128,0,0,0.007571512,0,0.4553102,1,11.28041711,8.659744718,11.453663,5.802118375
Effingham,1870,191633.75,545633,948375.3125,15653,1738,0.17856002,0,2795,1,0.258639078,0.214709005,0.016771836,0.340085234,0.175048199,0.000675663,0,0.008345114,0.040814082,0.000969353,0.000210623,0.00050339,0.084427604,0.173087593,0,0,13.7625056,12.16334128,13.20970187,7.460490306
El Dorado,1860,1055,731104,558786,20562,484,0.496887462,0,10217,0,-1.092849704,0.019150444,0.000316758,0.000322127,0.000248754,0,0,0.000363288,0.007043841,0,0.01233925,1.79E-05,0.009812343,0.074606379,0,0,13.23352185,6.961296046,13.502311,6.182084907
El Dorado,1870,17137.3125,308989.3125,342679.5625,10309,708,0.390144534,0,4022,1,-1.092849704,0.012130516,0.001331959,0.00088164,0.000336291,0,0,0.032453969,0.009696067,0,0.021436061,0,0.239631828,0.262915446,0,0,12.74455107,9.749013383,12.64106197,6.562444094
El Paso,1860,11367,278991,89564,4051,178,0.36435448,0.003702789,1476,0,-0.533551841,0.192342906,0.15469385,0.063373677,0,0.000602921,0,0.002110223,0,0,0.001607789,0,0.005683087,0.000491269,0,1,11.40270873,9.3384697,12.5389348,5.18178355
El Paso,1870,85.9375,206.25,224.125,3671,1,0.291473713,0.003702789,1070,1,-0.533551841,0.371221417,0,0,0,0,0,0,0,0,0,0,0,0,0.003702789,1,5.412203932,4.453620288,5.329089025,0
Elbert,1860,76633,330349,616409,10433,515,0.003833988,0.54739768,40,0,-0.693429308,0.040143801,0.002366935,0.192732423,0.007629674,0.00018332,0.425950951,0.002615147,0.00222255,0.029608588,7.14E-05,0,0.011090039,0.009876559,0,1,13.33166598,11.24678307,12.70790495,6.244166901
Elbert,1870,19501.625,207662.125,469751.5625,9249,742,0.001729917,0.54739768,16,1,-0.693429308,0.050336054,0.00015423,0.155457067,0.012145228,5.51E-05,0.250939878,0.002655012,0.004512496,0.017069885,2.71E-05,0,0.057880987,0,0.54739768,1,13.05995924,9.878253074,12.24366764,6.609349243
Elizabeth City,1860,26130,123845,196007,5798,156,0.074163505,0.416867885,430,0,0.008888947,0.229037738,0,0.272296398,0.035284454,0.043161724,0,0.002811124,0.018387098,0.075476896,0,0,0.012550572,0.028157158,0,1,12.18590565,10.17083936,11.72678606,5.049856007
Elizabeth City,1870,5057.9375,35145,144546.1875,8303,277,0.045284837,0.416867885,376,1,0.008888947,0.077849165,0.000111383,0.282926314,0.019981918,0,0,0,0.07358888,0.088432599,0,0,0.003068113,0,0.416867885,1,11.88135437,8.52871407,10.46723764,5.624017506
Elk,1860,37030,108617,138684,5915,493,0.286559594,0,1695,0,0.111225635,0.009344986,0.039261919,0.070916616,0.090241124,0,0,0.002920308,0.145626028,0,0.002502091,0.047143146,0.109673791,0.350249488,0,0,11.83995324,10.51948367,11.59558321,6.200509174
Elk,1870,28254.1875,142110.375,279844.8125,8488,454,0.286757776,0,2434,1,0.111225635,0.01026083,0.018329659,0.022732885,0.094610973,0,0,0.005638754,0.090304879,0,0.000352338,0.008492757,0.14803251,0.319212278,0,0,12.54199049,10.24899696,11.86435932,6.118097198
Elkhart,1860,184258,637031,1099948,20986,1921,0.07018965,0,1473,0,-0.201322628,0.337085026,0.001513708,0.16944801,0.024736624,1.00E-05,0,0.010730507,0.054071647,0.000150916,1.64E-05,0.000874587,0.067337729,0.141510326,0,0,13.91077346,12.12409223,13.3645736,7.560601163
