GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AG1001,AG1002,AG1003,AG1004,AG1005,AG1006,AG1007,AG1008,AG1009,AG1010,AG1011,AG1012,AG1013,AG1014,AG1015,AG1016,AG1017,AG1018,AG1019,AG1020,AG1021,AG1022,AG1023,AG1024,AG1025,AG1026,AG1027,AG1028,AG1029,AG1030,AG1031,AG1032,AG1033
"G4700490","1860","Tennessee","470","Fentress","0490","Fentress",13855,1595,78352,3535,0,1742,0,1941,622,3643,4944,0,71,0,4653,53,1165,5,464,0,0,0,0,479,235,0,470,0,147,0,3928,308,1821
"G4700510","1860","Tennessee","470","Franklin","0510","Franklin",60150,4397,349777,6006,0,1311,7824,3182,10512,5412,16145,45,4,54,11120,9,5037,70,439,0,0,0,0,14,8,0,54,0,0,0,5026,403,3047
"G4700530","1860","Tennessee","470","Gibson","0530","Gibson",95846,2804,457441,1771,197,165453,347232,4571,25503,9465,41868,276,475,50,19311,2,7455,170,3305,5,134,0,0,0,0,0,0,12,0,0,2233,918,6779
"G4700550","1860","Tennessee","470","Giles","0550","Giles",92165,8986,519399,15515,0,497,556896,5448,3476,7306,15124,59,0,60,16874,6,51553,0,1131,1,0,0,0,0,0,0,25,0,0,0,6068,1340,8806
"G4700570","1860","Tennessee","470","Grainger","0570","Grainger",86257,1726,237807,31304,0,4125,144,2274,624,2746,7232,0,0,20,6001,86,7446,175,70,0,0,0,0,360,259,0,492,0,0,0,19562,373,2438
"G4700590","1860","Tennessee","470","Greene","0590","Greene",264849,2581,424991,47332,1,1746,0,6210,2938,7807,10790,76,770,126,18605,497,61259,4724,742,1,67,0,17956,715,734,36,1161,0,0,0,37403,389,4513
"G4700610","1860","Tennessee","470","Grundy","0610","Grundy",11246,655,79136,940,0,271,192,959,1145,2364,4082,79,33,4,1829,26,1191,0,670,0,0,0,0,5,460,24,103,0,0,0,1572,167,1159
"G4700650","1860","Tennessee","470","Hamilton","0650","Hamilton",80078,601,278834,5211,1,758,2928,1734,5454,3576,13146,0,5,431,9152,26,16337,0,612,0,0,0,0,0,0,0,0,0,0,0,7232,32,1485
"G4700670","1860","Tennessee","470","Hancock","0670","Hancock",28447,993,133313,15896,0,1033,0,1999,827,2059,2861,0,22,0,4079,154,4529,5,267,0,0,0,0,351,580,0,665,0,982,0,5924,344,3420
"G4700690","1860","Tennessee","470","Hardeman","0690","Hardeman",40136,12289,292846,1429,11,21,923376,2394,45600,5402,30340,0,0,26,12084,0,33647,0,1212,1,0,0,0,0,0,0,0,0,0,0,135,210,2341
"G4700710","1860","Tennessee","470","Hardin","0710","Hardin",27712,643,251212,464,19,630,47232,2521,5094,2876,12124,0,0,0,12486,11,2059,266,325,2,0,0,0,0,0,0,6,0,0,0,6804,369,3277
"G4700730","1860","Tennessee","470","Hawkins","0730","Hawkins",130233,1254,317694,40674,0,2136,0,4490,2524,5740,7069,8,201,118,13804,406,34357,1874,453,1,0,0,13467,916,1143,36,602,0,189,0,20745,735,3879
"G4700750","1860","Tennessee","470","Haywood","0750","Haywood",52795,4717,378521,1226,30,1072,1273776,3733,6818,7656,32800,35,0,32,14096,2,4713,0,4242,2,0,0,0,0,0,0,0,0,0,0,33,441,5326
"G4700770","1860","Tennessee","470","Henderson","0770","Henderson",37264,1557,269593,833,41,6937,346464,2761,13240,3380,22884,8,18,16,9436,19,2129,356,948,4,0,0,1675,0,0,0,0,2,0,0,4815,425,3797
"G4700790","1860","Tennessee","470","Henry","0790","Henry",117700,1365,444151,1665,0,456397,10800,4177,2867,3398,28789,1,5,71,9179,9,20034,306,5596,6,0,0,0,82,68,0,0,0,0,0,3425,202,2058
"G4700810","1860","Tennessee","470","Hickman","0810","Hickman",19021,911,272717,1484,0,3960,6720,2947,297,2756,9891,0,6,0,6432,6,17827,531,1259,0,0,0,0,0,0,0,22,0,0,0,9849,203,1981
"G4700850","1860","Tennessee","470","Humphreys","0850","Humphreys",22549,276,247605,584,0,17726,12384,2886,1142,2997,11230,36,17,3,9259,31,2067,0,500,0,0,0,0,14,6,358,207,0,146,0,3752,450,2904
"G4700870","1860","Tennessee","470","Jackson","0870","Jackson",35279,2392,268859,1841,128,76610,0,3082,434,4543,11309,45,12,8,8783,19,464,0,86,0,0,0,0,134,201,0,202,1,0,0,5341,779,5846
"G4700890","1860","Tennessee","470","Jefferson","0890","Jefferson",167225,956,410592,35770,3,3252,576,4409,28,4621,14536,55,13,34,14107,136,37423,1182,815,0,0,0,1340,135,62,12,49,0,0,0,40149,97,2401
"G4700910","1860","Tennessee","470","Johnson","0910","Johnson",21438,3477,42148,16042,0,67,0,1509,334,3068,612,0,2267,0,4271,113,8033,271,439,0,0,0,0,274,413,0,362,0,0,0,5013,164,1239
"G4700930","1860","Tennessee","470","Knox","0930","Knox",141059,1096,358572,40601,16,2380,0,3470,4852,8679,21369,53,258,421,15469,751,56239,3727,670,6,0,0,0,228,192,0,36,0,0,0,41842,489,2918
"G4700970","1860","Tennessee","470","Lauderdale","0970","Lauderdale",18957,581,172850,131,109,7425,307584,813,1424,3920,13455,0,0,0,4878,0,2803,0,1640,0,0,0,0,0,0,0,0,0,0,0,540,70,966
"G4700990","1860","Tennessee","470","Lawrence","0990","Lawrence",27800,1826,156395,1226,2,1042,3285168,2113,854,2664,8357,0,5,8,6162,56,1034,0,253,0,0,0,0,0,0,0,13,0,0,0,8462,216,1219
"G4701010","1860","Tennessee","470","Lewis","1010","Lewis",5859,230,48196,177,0,108,0,629,127,727,1322,0,0,0,1919,11,245,5,17,0,0,0,0,0,0,0,0,0,0,0,3733,17,112
"G4701030","1860","Tennessee","470","Lincoln","1030","Lincoln",133873,11596,732649,24931,5,1687,202848,6936,3123,8281,19036,1674,9,13,17741,129,23389,962,4720,6,0,0,2010,14,0,239,85,0,0,0,9556,1413,12285
"G4701070","1860","Tennessee","470","McMinn","1070","Mcminn",147924,892,301464,6737,1,1543,336,3186,7943,4271,14709,35,5,53,9884,74,17581,436,973,3,0,0,0,159,76,0,9,0,4,0,22347,224,2575
"G4701090","1860","Tennessee","470","McNairy","1090","Mcnairy",42663,378,275641,149,1,628,295104,2790,8355,2062,21006,0,0,0,10751,2,3828,110,803,0,0,0,0,0,0,0,0,0,0,0,954,251,2237
"G4701110","1860","Tennessee","470","Macon","1110","Macon",21676,1220,160556,5536,0,135604,217680,1671,2344,6627,8811,0,0,0,2576,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,203
"G4701130","1860","Tennessee","470","Madison","1130","Madison",65871,5056,433157,357,0,8816,1160976,2201,10406,3465,39429,0,0,5,18319,0,5948,0,111,0,0,0,0,0,0,0,0,0,0,0,16,204,2183
"G4701150","1860","Tennessee","470","Marion","1150","Marion",27385,542,170432,1184,5,1335,0,1328,2400,3377,10584,13,2,0,5171,33,4906,30,434,0,0,0,0,24,6,0,28,0,5,0,4873,297,1943
"G4701170","1860","Tennessee","470","Marshall","1170","Marshall",82559,4782,428418,21756,0,10650,39408,5354,1848,4420,15005,17,5,5,10786,93,17170,0,5282,3,0,0,0,7,9,0,13,0,2,0,3202,807,6716
"G4701190","1860","Tennessee","470","Maury","1190","Maury",105793,12054,1000340,26329,0,74445,336576,8378,5846,15396,31687,390,59,349,24936,42,28006,230,2224,1,201,0,0,0,0,0,0,16,431,0,3077,1218,8688
"G4701210","1860","Tennessee","470","Meigs","1210","Meigs",41154,129,150985,1713,0,559,7200,998,199,1632,4729,0,0,7,5032,7,2777,5,22,0,0,0,0,0,0,0,0,1,3,0,6134,26,571
"G4701230","1860","Tennessee","470","Monroe","1230","Monroe",136400,3147,289669,7570,1,4091,281664,2925,4890,4037,13904,221,29,72,8575,171,38229,681,320,1,0,0,0,127,105,0,95,1,0,0,20293,349,2245
"G4701250","1860","Tennessee","470","Montgomery","1250","Montgomery",125483,2354,373341,14421,232,467924,12000,4742,2891,8006,19871,101,0,117,11347,0,19097,0,1215,8,0,0,67,30,12,0,10,0,22,0,8,215,1018
"G4701290","1860","Tennessee","470","Morgan","1290","Morgan",8835,1521,50573,1498,0,1199,0,1712,474,4843,6129,23,85,68,3711,60,4310,1042,364,2,0,0,0,116,74,0,32,0,0,0,4258,269,1422
"G4701310","1860","Tennessee","470","Obion","1310","Obion",58058,231,382617,253,0,132066,8352,1788,2980,6085,16020,23,71,31,11817,10,15680,15,192,1,0,0,0,0,161,0,65,4,13,0,609,369,3257
"G4701330","1860","Tennessee","470","Overton","1330","Overton",49182,2847,238813,6963,0,8225,0,3360,2594,5573,12319,0,10,11,7227,63,2006,25,1301,3,0,0,402,383,452,0,725,0,13947,0,481,683,4657
"G4701350","1860","Tennessee","470","Perry","1350","Perry",12419,571,190166,179,0,149,0,2038,1270,1968,5008,6,0,0,4526,8,1997,0,89,0,0,0,0,0,0,0,35,0,0,0,4627,280,2434
"G4701390","1860","Tennessee","470","Polk","1390","Polk",41055,430,104127,3550,0,354,1536,1008,2266,1271,5577,42,0,172,2890,34,8348,180,331,0,0,0,0,11,2,0,1,0,0,0,5697,21,463
"G4701410","1860","Tennessee","470","Putnam","1410","Putnam",30423,1491,171565,3763,0,14252,0,2520,731,5631,10927,0,4,1,6776,18,858,85,361,0,0,0,0,291,311,0,213,0,11297,0,52,451,3455
"G4701430","1860","Tennessee","470","Rhea","1430","Rhea",32530,319,135829,3206,1,779,0,1099,1062,2512,5772,7,46,16,4398,37,9741,195,528,0,0,0,0,111,31,0,2,0,0,0,12540,103,674
"G4701450","1860","Tennessee","470","Roane","1450","Roane",105809,1347,345823,7664,0,7257,9600,3387,4141,6482,19704,77,76,143,14221,128,27866,596,865,2,0,0,0,106,140,0,0,0,0,0,23012,396,2665
"G4701470","1860","Tennessee","470","Robertson","1470","Robertson",162361,4536,430549,25014,0,205959,0,4307,1193,4444,19999,12,6,11,10551,30,6263,301,1657,1,0,0,0,49,8,0,86,0,832,0,226,158,1602
"G4701490","1860","Tennessee","470","Rutherford","1490","Rutherford",153409,4388,718145,15666,0,15363,586992,7818,8998,13902,35927,1255,0,288,38244,15,17590,8988,3255,9,0,0,335,0,0,0,6,0,97,0,98,135,740
"G4701510","1860","Tennessee","470","Scott","1510","Scott",6049,1275,50101,531,0,300,0,1751,3964,2839,3358,0,9,0,5018,3,517,20,156,0,0,0,0,211,38,0,273,0,1019,0,0,235,1941
"G4701530","1860","Tennessee","470","Sequatchie","1530","Sequatchie",9718,812,64500,668,0,426,0,802,835,1820,3590,0,3,0,1835,22,745,25,431,0,0,0,0,13,20,0,0,0,0,0,1843,117,707
"G4701550","1860","Tennessee","470","Sevier","1550","Sevier",63621,1451,206601,8879,46,1238,1248,2606,2569,4216,10584,29,0,1,9718,56,19675,741,142,0,0,0,0,196,107,119,42,0,33456,0,0,328,2233
"G4701570","1860","Tennessee","470","Shelby","1570","Shelby",34821,2037,353963,2034,0,207,1112592,1966,22972,11600,44793,0,0,3,14666,0,18159,165,628,6,1005,0,0,0,0,0,0,0,0,0,0,233,1854
"G4701590","1860","Tennessee","470","Smith","1590","Smith",74019,5447,447485,5851,0,232368,384,3673,5484,9329,14867,128,8,7,13278,46,12334,10,1579,2,0,0,335,3,3,0,55,0,134,0,89,1094,7278
"G4701610","1860","Tennessee","470","Stewart","1610","Stewart",14445,319,198111,1195,0,70904,38160,2066,591,4262,7478,0,9,3,6057,16,7577,100,197,4,0,0,0,32,121,0,38,2,0,0,969,383,1789
"G4701630","1860","Tennessee","470","Sullivan","1630","Sullivan",158437,2231,200193,45184,9,9486,1440,4864,388,5772,7508,34,727,0,11573,234,45421,3672,342,2,0,0,0,788,1033,0,1128,0,741,0,7184,548,3698
"G4701650","1860","Tennessee","470","Sumner","1650","Sumner",108034,5435,538482,22486,0,100939,17376,6922,4046,10576,20264,840,159,148,22022,76,33454,245,2035,1,0,0,13802,131,306,0,162,0,77,0,1599,259,5111
"G4701670","1860","Tennessee","470","Tipton","1670","Tipton",39018,335,223320,687,0,551,562416,1722,12163,4831,16728,103,3,57,10340,0,8138,90,2866,15,536,0,0,0,0,0,0,0,0,0,62,338,2282
"G4701730","1860","Tennessee","470","Union","1730","Union",25848,1796,104374,12351,0,272,0,1267,271,2041,3818,58,0,0,3122,26,1918,35,70,0,0,0,13467,313,485,0,244,1,0,0,10722,190,1507
"G4701750","1860","Tennessee","470","Van Buren","1750","Van Buren",9186,662,60616,359,0,466,336,863,392,2016,3790,0,10,0,2727,21,333,0,314,0,0,0,0,23,10,0,53,0,9,0,4434,120,906
"G4701770","1860","Tennessee","470","Warren","1770","Warren",44325,1652,214404,2818,0,567,1248,3444,1069,5277,14275,0,21,30,6789,9,3644,190,6274,0,0,0,0,11,7,0,35,0,0,0,7585,0,467
"G4701790","1860","Tennessee","470","Washington","1790","Washington",199744,2151,215637,45356,0,3265,0,4269,1240,6760,9579,3,517,92,15695,214,53786,1959,467,3,0,0,0,555,536,12,102,0,0,0,22056,271,3324
"G4701810","1860","Tennessee","470","Wayne","1810","Wayne",31427,1876,222395,424,0,351,10992,2693,2774,3087,9696,15,0,0,9629,10,1349,0,534,0,0,0,0,4,25,0,116,0,0,0,5061,389,2766
"G4701830","1860","Tennessee","470","Weakley","1830","Weakley",86053,524,424679,129,0,541359,2016,876,12724,8317,40049,0,0,7,10672,0,4030,10,453,0,0,0,0,48,12,0,0,0,0,0,37,55,175
"G4701850","1860","Tennessee","470","White","1850","White",31066,1846,217379,2192,0,2205,96,2264,844,3811,11581,3,8,10,6311,18,2181,10,359,2,0,0,0,98,47,0,47,0,54,0,11810,239,2727
"G4701870","1860","Tennessee","470","Williamson","1870","Williamson",133342,6332,705473,10925,23,260545,136320,4555,2494,18409,23401,1072,36,125,8013,8,15750,5,12852,0,0,0,0,6,30,0,3,3,0,0,598,293,1460
"G4701890","1860","Tennessee","470","Wilson","1890","Wilson",166002,6115,796699,25806,28,76713,1296,8969,12103,14022,35925,4594,26,82,27439,49,76124,596,8726,3,0,0,0,23,18,0,76,0,339,0,426,592,6768
"G4800010","1860","Texas","480","Anderson","0010","Anderson",8218,3436,173419,3863,0,4,360816,1465,8828,1203,18665,355,6,6,11862,7,9645,0,8,0,0,0,0,0,0,0,0,0,0,0,731,30,1043
"G4800050","1860","Texas","480","Angelina","0050","Angelina",8905,1517,68732,1829,0,81,147168,795,55,93,21464,0,0,0,4413,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,146,2131
"G4800130","1860","Texas","480","Atascosa","0130","Atascosa",0,0,524,0,0,0,0,350,0,0,0,0,0,0,2154,66,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"G4800150","1860","Texas","480","Austin","0150","Austin",1535,1215,184368,822,0,466,912960,1328,745,3629,15491,147,19,254,10963,97,3189,35,14,0,0,0,0,0,0,0,0,0,0,3,0,232,1080
"G4800190","1860","Texas","480","Bandera","0190","Bandera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4800210","1860","Texas","480","Bastrop","0210","Bastrop",7983,1214,76239,608,0,0,234624,3122,845,93,4416,12,0,0,4302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,150
"G4800230","1860","Texas","480","Baylor","0230","Baylor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4800250","1860","Texas","480","Bee","0250","Bee",0,0,2599,0,0,0,2544,10,0,0,120,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4800270","1860","Texas","480","Bell","0270","Bell",27141,647,44442,1196,0,0,24672,2147,119,46,301,12,0,0,5430,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3369,157,2871
"G4800290","1860","Texas","480","Bexar","0290","Bexar",1361,239,10082,56,0,0,29136,3446,404,135,3872,19,0,11,6008,41,2742,992,0,0,0,0,0,0,0,0,0,0,0,0,164,0,6
"G4800310","1860","Texas","480","Blanco","0310","Blanco",2402,8,5817,0,0,158,5664,7976,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0
"G4800350","1860","Texas","480","Bosque","0350","Bosque",5233,114,11802,126,0,0,432,1406,259,4,108,209,0,0,1731,21,88,35,0,0,0,0,0,0,0,0,0,0,0,0,773,29,9
"G4800370","1860","Texas","480","Bowie","0370","Bowie",2283,306,100413,1089,0,80,329952,748,5816,1415,11431,3,0,0,4741,19,18,100,0,0,0,0,0,0,0,0,0,0,0,13,0,167,1253
"G4800390","1860","Texas","480","Brazoria","0390","Brazoria",3,0,137917,34,0,414,586320,922,1168,4011,27484,0,0,3,2085,0,5186,0,445,0,0,0,0,0,0,0,0,313300,0,94633,0,9,23
"G4800410","1860","Texas","480","Brazos","0410","Brazos",385,869,38764,186,0,0,108912,1980,0,509,3843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4800490","1860","Texas","480","Brown","0490","Brown",0,0,0,0,0,0,4800,0,0,0,0,0,0,0,255,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4800493","1860","Texas","480","Buchanan","0493","Buchanan",151,0,23,0,0,0,0,98,4,0,0,0,0,0,623,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4
"G4800510","1860","Texas","480","Burleson","0510","Burleson",9029,320,62390,225,0,27,212064,2615,501,376,4774,2,0,11,5632,58,18,10,164,0,0,0,0,0,0,0,0,0,0,0,175,84,659
"G4800530","1860","Texas","480","Burnet","0530","Burnet",10471,125,10998,128,0,0,528,842,126,0,1103,0,0,0,4825,102,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,168,2632
"G4800550","1860","Texas","480","Caldwell","0550","Caldwell",13661,360,36462,912,0,0,128064,2117,174,244,2658,0,0,11,8116,102,788,5,25,0,0,0,0,0,0,0,0,0,0,0,509,17,218
"G4800570","1860","Texas","480","Calhoun","0570","Calhoun",0,0,1806,17,0,0,240,468,117,322,552,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4800610","1860","Texas","480","Cameron","0610","Cameron",0,0,81875,0,0,0,336,6495,8513,27,29,0,0,0,343,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4800655","1860","Texas","480","Cass (old)","0655","Cass (old)",10094,1036,129710,2368,8,72,478464,1513,29053,1328,32129,144,5,0,7981,23,0,0,6,0,0,0,0,0,0,0,0,0,0,58,0,161,1399
"G4800710","1860","Texas","480","Chambers","0710","Chambers",0,0,15327,0,0,0,1920,230,131,786,6924,0,0,0,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,806
"G4800730","1860","Texas","480","Cherokee","0730","Cherokee",21519,2794,228344,3933,0,11,300048,2364,4471,1004,18895,303,0,0,10697,19,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,333,3460
"G4800770","1860","Texas","480","Clay","0770","Clay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4800830","1860","Texas","480","Coleman","0830","Coleman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4800850","1860","Texas","480","Collin","0850","Collin",140279,900,106489,44017,4,0,768,6141,39,66,4821,2569,0,0,15648,168,3828,5,2861,0,0,0,0,0,0,0,0,0,0,0,10412,453,7419
"G4800890","1860","Texas","480","Colorado","0890","Colorado",1556,700,121810,478,0,135,693024,376,115,675,9099,26,0,77,4950,0,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
"G4800910","1860","Texas","480","Comal","0910","Comal",12200,968,12241,54,0,64,58560,901,270,52,4348,256,0,53,8034,19,1454,0,28,0,0,0,0,0,0,0,0,0,0,295,0,159,938
"G4800930","1860","Texas","480","Comanche","0930","Comanche",2106,0,2318,0,0,0,48,689,6,0,0,0,0,0,1713,87,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0
"G4800950","1860","Texas","480","Concho","0950","Concho",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4800970","1860","Texas","480","Cooke","0970","Cooke",12695,23,31457,4824,0,3,2784,1642,191,44,1851,256,0,0,3265,58,26,10,0,0,0,0,0,0,0,0,0,0,0,82,2171,17,275
"G4800990","1860","Texas","480","Coryell","0990","Coryell",18532,1339,28244,616,0,9,2352,1540,358,46,605,19,3,56,4868,49,315,30,25,0,0,0,0,0,0,215,0,0,0,0,2041,144,2215
"G4801130","1860","Texas","480","Dallas","1130","Dallas",198149,2239,64897,41614,0,0,0,5123,0,6,2439,8343,0,0,15446,287,1691,0,1877,0,0,0,0,0,0,0,0,0,0,3418,0,25,6131
"G4801155","1860","Texas","480","Dawson","1155","Dawson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4801210","1860","Texas","480","Denton","1210","Denton",32000,754,17423,6760,0,14,96,4066,271,4,1610,91,0,0,3520,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,15,229
"G4801230","1860","Texas","480","DeWitt","1230","De Witt",784,0,77120,10,0,126,253440,4128,385,963,5427,0,0,347,6474,40,1261,40,44,0,0,0,0,0,0,0,0,0,0,23,328,10,137
"G4801270","1860","Texas","480","Dimmit","1270","Dimmit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4801310","1860","Texas","480","Duval","1310","Duval",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4801330","1860","Texas","480","Eastland","1330","Eastland",1566,0,2199,26,0,0,0,0,146,0,7,0,0,0,523,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0
"G4801370","1860","Texas","480","Edwards","1370","Edwards",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4801390","1860","Texas","480","Ellis","1390","Ellis",90112,3550,55162,10741,0,2,17232,7583,517,55,2365,5827,1,11,10873,206,26,0,56,0,0,0,0,2,0,0,0,0,0,0,4593,422,4202
"G4801410","1860","Texas","480","El Paso","1410","El Paso",17227,13855,5676,0,0,54,0,189,1701,0,0,144,0,21,509,5749,44,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4801415","1860","Texas","480","Encinal","1415","Encinal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4801430","1860","Texas","480","Erath","1430","Erath",5237,181,10072,559,0,7,2736,1645,534,49,4409,374,0,0,6090,172,438,0,0,0,0,0,0,0,0,0,0,0,0,0,469,76,383
"G4801450","1860","Texas","480","Falls","1450","Falls",3847,568,44392,493,0,0,97440,3161,73,112,2494,11,0,0,2875,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,968,43,402
"G4801470","1860","Texas","480","Fannin","1470","Fannin",117786,138,129391,28972,0,0,71952,3688,343,165,6271,1309,0,0,7894,139,44,70,0,0,0,603,0,0,0,0,0,0,0,0,10585,406,3647
"G4801490","1860","Texas","480","Fayette","1490","Fayette",3554,1277,147467,1294,0,0,608784,3223,50,268,1957,50,56,88,7172,29,885,0,28,0,0,0,0,0,0,0,0,0,0,33,0,25,159
"G4801570","1860","Texas","480","Fort Bend","1570","Fort Bend",0,0,105986,0,0,0,652896,90,63,1384,11484,0,0,14,1956,0,307,0,0,0,0,0,0,0,0,0,0,36563,0,1229,0,3,5
"G4801610","1860","Texas","480","Freestone","1610","Freestone",11000,2663,114809,2104,0,407,331824,3726,3714,465,12564,723,0,31,10647,55,193,0,0,0,0,0,0,0,0,0,0,0,0,0,1401,75,1091
"G4801630","1860","Texas","480","Frio","1630","Frio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4801670","1860","Texas","480","Galveston","1670","Galveston",0,0,3574,17,0,0,4560,225,636,833,5964,0,0,2,314,72,2470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4801710","1860","Texas","480","Gillespie","1710","Gillespie",18499,15,4709,0,0,0,480,924,8,1,1898,0,0,0,3234,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
"G4801750","1860","Texas","480","Goliad","1750","Goliad",0,0,34293,0,0,0,58800,90,139,199,2763,0,0,83,3530,14,1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15
"G4801770","1860","Texas","480","Gonzales","1770","Gonzales",1043,0,69675,17,0,0,350592,1603,2053,47,2665,56,0,0,11005,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4801810","1860","Texas","480","Grayson","1810","Grayson",82479,1448,113860,40792,0,0,10560,4129,2916,397,11166,1453,157,1,14498,126,12457,210,3642,7,11390,0,0,2,0,96,0,0,0,158,11511,349,2759
"G4801850","1860","Texas","480","Grimes","1850","Grimes",260,283,173156,685,0,0,878544,7861,72,1693,21819,0,0,25,5131,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,458
"G4801870","1860","Texas","480","Guadalupe","1870","Guadalupe",11985,0,15711,864,0,3,149952,3138,316,70,1689,324,0,57,9159,222,13026,0,0,0,0,0,0,0,0,0,0,0,0,0,102,47,411
"G4801930","1860","Texas","480","Hamilton","1930","Hamilton",1117,0,851,0,0,0,0,25,0,0,0,0,0,0,166,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,105
"G4801970","1860","Texas","480","Hardeman","1970","Hardeman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4801990","1860","Texas","480","Hardin","1990","Hardin",0,4,8366,10,35,24,9984,130,696,110,4676,0,0,0,261,8,0,0,0,0,0,0,0,0,0,0,0,163,0,131,0,25,386
"G4802010","1860","Texas","480","Harris","2010","Harris",0,0,20575,10,0,0,20400,476,97,961,5958,0,0,18,120,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"G4802030","1860","Texas","480","Harrison","2030","Harrison",14494,4298,303620,18295,0,0,1029120,2577,17428,3717,58273,206,0,13,7614,19,0,0,0,0,0,0,0,0,0,0,0,325,0,5,0,178,1479
"G4802070","1860","Texas","480","Haskell","2070","Haskell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4802090","1860","Texas","480","Hays","2090","Hays",1227,7,23159,7,0,0,55392,428,43,0,1471,4,0,1,2590,37,18,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4802130","1860","Texas","480","Henderson","2130","Henderson",2847,995,66270,1134,0,9,101040,521,939,189,7746,5,0,0,6031,50,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,110,2057
"G4802150","1860","Texas","480","Hidalgo","2150","Hidalgo",0,0,39675,0,0,0,0,1962,3715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4802170","1860","Texas","480","Hill","2170","Hill",25497,1111,26322,3569,1,0,8208,2862,331,35,1035,1326,120,0,3203,120,0,0,39,0,0,0,0,0,0,0,0,0,0,0,3029,23,277
"G4802230","1860","Texas","480","Hopkins","2230","Hopkins",49311,133,90713,7678,0,90,41088,23033,3528,1077,11421,1237,31,0,9985,247,228,0,364,1,0,0,0,0,0,0,0,0,0,0,2016,250,1506
"G4802250","1860","Texas","480","Houston","2250","Houston",405,712,143074,1236,0,31,351408,632,2937,533,13015,611,4,1,8920,10,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,1372
"G4802310","1860","Texas","480","Hunt","2310","Hunt",43137,89,49010,6934,0,12,1056,5148,376,87,4991,742,0,28,8158,198,210,0,575,0,0,0,0,2,0,0,0,0,0,0,3810,63,223
"G4802370","1860","Texas","480","Jack","2370","Jack",2907,23,1426,156,0,0,0,532,4,0,680,26,0,0,864,39,26,0,0,0,0,0,0,0,0,0,0,0,0,0,263,2,23
"G4802390","1860","Texas","480","Jackson","2390","Jackson",37,0,34086,0,0,41,109344,307,349,820,7981,0,10,28,1996,6,1305,0,0,0,0,0,0,0,0,0,0,894,0,345,0,21,189
