GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AGV001,AGV002,AGX001,AGZ001,AGZ002,AGZ003,AGZ004,AG2001,AG2002,AGQ001,AGU001
"G2801270","1860","Mississippi","280","Simpson","1270","Simpson",879970,50288,409467,0,0,13275,75470,356220,88745,444965,2324
"G2801290","1860","Mississippi","280","Smith","1290","Smith",1101771,76638,351943,0,0,31263,71383,430145,102646,532791,2195
"G2801330","1860","Mississippi","280","Sunflower","1330","Sunflower",,,,,,,,,,,3917
"G2801350","1860","Mississippi","280","Tallahatchie","1350","Tallahatchie",3337592,158926,546938,46,61,2308,99379,997683,101687,1099370,5054
"G2801390","1860","Mississippi","280","Tippah","1390","Tippah",3349432,228606,1212610,6416,282,144269,259561,1570464,403830,1974294,6331
"G2801410","1860","Mississippi","280","Tishomingo","1410","Tishomingo",2110705,179777,1017938,3360,1253,83990,230527,1109331,314517,1423848,4981
"G2801430","1860","Mississippi","280","Tunica","1430","Tunica",4217575,106793,308625,0,0,0,45098,722186,45098,767284,3483
"G2801490","1860","Mississippi","280","Warren","1490","Warren",5141820,96217,794788,31966,8095,51798,114155,1881986,165953,2047939,13763
"G2801510","1860","Mississippi","280","Washington","1510","Washington",,,,,,,,,,,14467
"G2801530","1860","Mississippi","280","Wayne","1530","Wayne",347840,32301,164464,3676,0,1285,25431,195595,26716,222311,1947
"G2801570","1860","Mississippi","280","Wilkinson","1570","Wilkinson",3389407,254113,888793,614,0,428,75928,2207740,76356,2284096,13132
"G2801590","1860","Mississippi","280","Winston","1590","Winston",1505740,114925,469290,650,0,14820,119105,708997,133925,842922,4223
"G2801610","1860","Mississippi","280","Yalobusha","1610","Yalobusha",3235661,131408,821319,0,0,220,141075,1536083,141295,1677378,9531
"G2801630","1860","Mississippi","280","Yazoo","1630","Yazoo",10287228,522151,1526200,2800,3120,0,165512,3653579,165512,3819091,16716
"G2900010","1860","Missouri","290","Adair","0010","Adair",755715,62139,321564,1244,431,20554,58161,367082,78715,445797,86
"G2900030","1860","Missouri","290","Andrew","0030","Andrew",3000467,105647,593172,9560,850,20007,115333,718022,135340,853362,880
"G2900050","1860","Missouri","290","Atchison","0050","Atchison",1318545,58678,312360,450,6,7017,55945,424244,62962,487206,59
"G2900070","1860","Missouri","290","Audrain","0070","Audrain",3557273,96021,738228,3096,9507,20522,93353,472308,113875,586183,1166
"G2900090","1860","Missouri","290","Barry","0090","Barry",624994,54177,342666,990,150,20985,65759,329890,86744,416634,247
"G2900110","1860","Missouri","290","Barton","0110","Barton",398895,12915,75980,74,101,1836,14549,56938,16385,73323,21
"G2900130","1860","Missouri","290","Bates","0130","Bates",1074464,49537,396377,2074,8789,10036,63748,299458,73784,373242,442
"G2900150","1860","Missouri","290","Benton","0150","Benton",1342291,89625,526558,692,375,10886,69302,335070,80188,415258,599
"G2900170","1860","Missouri","290","Bollinger","0170","Bollinger",694655,50504,264170,6456,50,15850,62395,240020,78245,318265,245
"G2900190","1860","Missouri","290","Boone","0190","Boone",4634820,186246,1621297,25703,1240,33817,212965,1119725,246782,1366507,5034
"G2900210","1860","Missouri","290","Buchanan","0210","Buchanan",6523511,135519,837241,30657,5625,20346,208836,966489,229182,1195671,2011
"G2900230","1860","Missouri","290","Butler","0230","Butler",189001,15554,135224,266,0,4631,20657,52592,25288,77880,52
"G2900250","1860","Missouri","290","Caldwell","0250","Caldwell",1282636,66008,465706,2936,907,17493,57970,303181,75463,378644,222
"G2900270","1860","Missouri","290","Callaway","0270","Callaway",4818339,170814,1306752,28951,6206,46876,192832,1036531,239708,1276239,4523
"G2900290","1860","Missouri","290","Camden","0290","Camden",390845,23096,195530,998,373,8125,29254,134608,37379,171987,206
"G2900310","1860","Missouri","290","Cape Girardeau","0310","Cape Girardeau",2709272,140633,606711,25451,922,29619,136231,582390,165850,748240,1533
"G2900330","1860","Missouri","290","Carroll","0330","Carroll",2467993,111961,521059,6887,9214,16690,116186,566484,132876,699360,1068
"G2900350","1860","Missouri","290","Carter","0350","Carter",105245,7068,53894,465,0,2615,8064,43110,10679,53789,20
"G2900370","1860","Missouri","290","Cass","0370","Cass",2690460,115028,673391,9984,2280,25594,147174,653255,172768,826023,1010
"G2900390","1860","Missouri","290","Cedar","0390","Cedar",1370566,65448,411839,808,0,20619,52244,275573,72863,348436,211
"G2900410","1860","Missouri","290","Chariton","0410","Chariton",2680166,111170,698934,8553,305,16563,156930,919551,173493,1093044,2839
"G2900430","1860","Missouri","290","Christian","0430","Christian",783906,51492,342555,906,207,22806,48435,239674,71241,310915,229
"G2900450","1860","Missouri","290","Clark","0450","Clark",3046500,101607,575725,2701,215,6898,133124,601490,140022,741512,455
"G2900470","1860","Missouri","290","Clay","0470","Clay",5309271,128726,893813,24770,2335,21227,211521,822101,232748,1054849,3455
"G2900490","1860","Missouri","290","Clinton","0490","Clinton",2834145,79451,409375,8736,1580,16519,88768,523741,105287,629028,1144
"G2900510","1860","Missouri","290","Cole","0510","Cole",1247878,48943,322363,2132,1655,4649,79520,267329,84169,351498,987
"G2900530","1860","Missouri","290","Cooper","0530","Cooper",5186619,167030,1204223,30063,4362,17612,181639,1031219,199251,1230470,3800
"G2900550","1860","Missouri","290","Crawford","0550","Crawford",697264,45187,301576,2941,209,13296,59076,197359,72372,269731,182
"G2900570","1860","Missouri","290","Dade","0570","Dade",1414927,53123,431179,2858,1491,28709,61396,347275,90105,437380,346
"G2900590","1860","Missouri","290","Dallas","0590","Dallas",497821,14807,351306,1429,178,22898,51250,345348,74148,419496,114
"G2900610","1860","Missouri","290","Daviess","0610","Daviess",2526192,92680,490053,6154,201,11304,57480,363541,68784,432325,358
"G2900630","1860","Missouri","290","DeKalb","0630","De Kalb",1495356,44864,273937,5637,1119,9486,54395,311711,63881,375592,137
"G2900650","1860","Missouri","290","Dent","0650","Dent",450605,30684,182801,0,0,7254,38171,144944,45425,190369,156
"G2900670","1860","Missouri","290","Douglas","0670","Douglas",115015,11046,111252,175,0,7310,16275,66759,23585,90344,0
"G2900690","1860","Missouri","290","Dunklin","0690","Dunklin",614457,28255,237017,0,0,6473,40708,548037,47181,595218,171
"G2900710","1860","Missouri","290","Franklin","0710","Franklin",3216300,146640,743174,20096,20,5606,162446,677454,168052,845506,1601
"G2900730","1860","Missouri","290","Gasconade","0730","Gasconade",1326430,78166,332410,6857,9639,16518,71802,324789,88320,413109,76
"G2900750","1860","Missouri","290","Gentry","0750","Gentry",2688986,130125,647926,3868,0,26229,100387,736297,126616,862913,118
"G2900770","1860","Missouri","290","Greene","0770","Greene",3163870,130036,879374,14152,816,50721,173924,820924,224645,1045569,1668
"G2900790","1860","Missouri","290","Grundy","0790","Grundy",1770195,76373,368260,3404,160,26407,69872,441627,96279,537906,285
"G2900810","1860","Missouri","290","Harrison","0810","Harrison",1514849,74135,371129,2244,0,15080,58373,472643,73453,546096,25
"G2900830","1860","Missouri","290","Henry","0830","Henry",2704097,106341,717059,8704,180,24545,105374,569238,129919,699157,1245
"G2900850","1860","Missouri","290","Hickory","0850","Hickory",825491,40081,294218,2355,100,11255,36178,190535,47433,237968,195
"G2900870","1860","Missouri","290","Holt","0870","Holt",1314860,51733,267448,2461,5897,8657,48719,309535,57376,366911,309
"G2900890","1860","Missouri","290","Howard","0890","Howard",4157312,196805,1179545,35219,4038,43263,232402,1194203,275665,1469868,5886
"G2900910","1860","Missouri","290","Howell","0910","Howell",204475,21588,98571,0,5,9033,17606,70673,26639,97312,36
"G2900930","1860","Missouri","290","Iron","0930","Iron",620510,25191,138677,4342,697,4895,31407,104556,36302,140858,313
"G2900950","1860","Missouri","290","Jackson","0950","Jackson",5621815,137058,1046802,21499,24150,21837,215195,943019,237032,1180051,3944
"G2900970","1860","Missouri","290","Jasper","0970","Jasper",1231883,68916,399801,3256,50,19161,61624,375999,80785,456784,335
"G2900990","1860","Missouri","290","Jefferson","0990","Jefferson",2416360,74999,418818,9453,11179,2732,100638,322647,103370,426017,564
"G2901010","1860","Missouri","290","Johnson","1010","Johnson",4233771,179614,1062153,19804,200,33690,148292,835607,181982,1017589,1896
"G2901030","1860","Missouri","290","Knox","1030","Knox",1195880,66944,245157,1598,100,14902,83347,428361,98249,526610,284
"G2901050","1860","Missouri","290","Laclede","1050","Laclede",553361,12696,197424,143,35,9381,36688,173296,46069,219365,305
"G2901070","1860","Missouri","290","Lafayette","1070","Lafayette",7782352,209513,1080333,17567,8950,13629,250943,1437267,264572,1701839,6374
"G2901090","1860","Missouri","290","Lawrence","1090","Lawrence",1298875,65193,428766,1598,15,19253,60114,372384,79367,451751,284
"G2901110","1860","Missouri","290","Lewis","1110","Lewis",3287203,104241,666894,7789,2183,19944,142048,654701,161992,816693,1279
"G2901130","1860","Missouri","290","Lincoln","1130","Lincoln",4240348,153070,1121062,18489,0,29369,170611,731319,199980,931299,2840
"G2901150","1860","Missouri","290","Linn","1150","Linn",2003723,78930,439130,5129,26,20354,80264,395983,100618,496601,577
"G2901170","1860","Missouri","290","Livingston","1170","Livingston",1475367,62306,380007,3481,9890,17155,67750,370406,84905,455311,605
"G2901190","1860","Missouri","290","McDonald","1190","Mcdonald",416480,33538,134560,711,40,14982,30642,149778,45624,195402,72
"G2901210","1860","Missouri","290","Macon","1210","Macon",2661038,116496,743385,9791,9320,37411,137616,771585,175027,946612,660
"G2901230","1860","Missouri","290","Madison","1230","Madison",384725,35206,161310,5113,273,7544,40347,135116,47891,183007,467
"G2901250","1860","Missouri","290","Maries","1250","Maries",686907,46539,278413,3018,1224,13979,47272,189293,61251,250544,64
"G2901270","1860","Missouri","290","Marion","1270","Marion",4112761,114446,865530,18617,6626,20925,177843,830696,198768,1029464,3017
"G2901290","1860","Missouri","290","Mercer","1290","Mercer",1581530,80879,414000,4958,197,30938,80477,455032,111415,566447,24
"G2901310","1860","Missouri","290","Miller","1310","Miller",952880,41176,319995,3838,0,17131,50925,216468,68056,284524,238
"G2901330","1860","Missouri","290","Mississippi","1330","Mississippi",1381300,47725,243365,3090,200,1800,54450,282418,56250,338668,1010
"G2901350","1860","Missouri","290","Moniteau","1350","Moniteau",2345884,97539,560058,2043,1520,17304,91812,439116,109116,548232,745
"G2901370","1860","Missouri","290","Monroe","1370","Monroe",2973424,135656,862753,7696,0,33271,139051,843589,172322,1015911,3021
"G2901390","1860","Missouri","290","Montgomery","1390","Montgomery",2330660,95873,566422,7473,1776,13570,89867,477107,103437,580544,1647
"G2901410","1860","Missouri","290","Morgan","1410","Morgan",1572007,62694,444147,4031,5,13230,61490,299677,74720,374397,649
"G2901430","1860","Missouri","290","New Madrid","1430","New Madrid",1688142,41765,279935,0,0,0,0,352074,0,352074,1777
"G2901450","1860","Missouri","290","Newton","1450","Newton",883612,52746,340579,1178,20,12131,51215,268329,63346,331675,426
"G2901470","1860","Missouri","290","Nodaway","1470","Nodaway",682495,22115,136200,0,0,13170,25159,188779,38329,227108,127
"G2901490","1860","Missouri","290","Oregon","1490","Oregon",256350,15766,114681,135,0,6834,15706,86777,22540,109317,26
"G2901510","1860","Missouri","290","Osage","1510","Osage",1369166,59993,407683,2098,100,23481,83385,312183,106866,419049,256
"G2901530","1860","Missouri","290","Ozark","1530","Ozark",84370,5127,109164,100,0,5848,17030,65773,22878,88651,43
"G2901550","1860","Missouri","290","Pemiscot","1550","Pemiscot",578915,18108,161043,415,125,1907,29524,106039,31431,137470,268
"G2901570","1860","Missouri","290","Perry","1570","Perry",1482013,71666,304525,18968,1137,15033,62063,346136,77096,423232,739
"G2901590","1860","Missouri","290","Pettis","1590","Pettis",4479867,110506,833644,11570,246,13359,110350,631340,123709,755049,1882
"G2901610","1860","Missouri","290","Phelps","1610","Phelps",332235,38934,258689,3840,699,11802,76856,182052,88658,270710,84
"G2901630","1860","Missouri","290","Pike","1630","Pike",4974715,169235,1013863,15138,2006,46157,231547,1049680,277704,1327384,4055
"G2901650","1860","Missouri","290","Platte","1650","Platte",5584476,170563,913694,38199,2138,24702,251702,1219961,276404,1496365,3313
"G2901670","1860","Missouri","290","Polk","1670","Polk",1694126,77638,590028,3440,300,35335,81423,427707,116758,544465,512
"G2901690","1860","Missouri","290","Pulaski","1690","Pulaski",300605,17866,148475,140,0,5187,28330,120646,33517,154163,56
"G2901710","1860","Missouri","290","Putnam","1710","Putnam",1330615,66722,348325,383,453,26119,59793,451087,85912,536999,31
"G2901730","1860","Missouri","290","Ralls","1730","Ralls",2813403,99557,704008,10192,950,26224,114701,530041,140925,670966,1791
"G2901750","1860","Missouri","290","Randolph","1750","Randolph",3191090,126005,846966,9578,1230,21494,120802,775487,142296,917783,2619
"G2901770","1860","Missouri","290","Ray","1770","Ray",3681350,133895,1168130,16789,575,110115,254344,954504,364459,1318963,2047
"G2901790","1860","Missouri","290","Reynolds","1790","Reynolds",330110,16214,139061,246,95,6624,26756,87195,33380,120575,38
"G2901810","1860","Missouri","290","Ripley","1810","Ripley",273280,17634,130547,241,0,9276,30127,72620,39403,112023,78
"G2901830","1860","Missouri","290","St Charles","1830","St Charles",4457541,151718,639831,22878,1628,3666,150006,840644,153672,994316,2181
"G2901850","1860","Missouri","290","St Clair","1850","St Clair",861725,47187,203160,1530,71,6602,41059,220059,47661,267720,574
"G2901860","1860","Missouri","290","Ste Genevieve","1860","Ste Genevieve",1055765,63908,282102,13782,30,6917,62861,284921,69778,354699,617
"G2901870","1860","Missouri","290","St Francois","1870","St Francois",1132682,52202,311378,11051,0,14123,68298,239125,82421,321546,877
"G2901890","1860","Missouri","290","St Louis","1890","St Louis",15987064,245238,913866,41579,163274,180,114375,1277581,114555,1392136,4346
"G2901950","1860","Missouri","290","Saline","1950","Saline",5550792,170999,1199206,13155,4010,15276,203617,1470709,218893,1689602,4876
"G2901970","1860","Missouri","290","Schuyler","1970","Schuyler",936425,55452,321769,405,0,18540,54586,288383,73126,361509,39
"G2901990","1860","Missouri","290","Scotland","1990","Scotland",1471789,70232,351443,1620,160,15572,79274,415126,94846,509972,131
"G2902010","1860","Missouri","290","Scott","2010","Scott",626323,42353,171033,1423,0,2323,43385,202166,45708,247874,503
"G2902030","1860","Missouri","290","Shannon","2030","Shannon",411200,19931,121555,275,30,10507,30260,686593,40767,727360,13
"G2902050","1860","Missouri","290","Shelby","2050","Shelby",2892020,116223,674545,4187,2470,52025,158838,612224,210863,823087,724
"G2902070","1860","Missouri","290","Stoddard","2070","Stoddard",859544,38757,249030,1401,2415,11486,44094,1284054,55580,1339634,215
"G2902090","1860","Missouri","290","Stone","2090","Stone",157822,10499,140112,738,233,5596,22862,99548,28458,128006,16
"G2902110","1860","Missouri","290","Sullivan","2110","Sullivan",2271606,91915,481169,1739,799,37847,76988,387173,114835,502008,102
"G2902130","1860","Missouri","290","Taney","2130","Taney",209879,25592,218086,258,15,9266,29100,124918,38366,163284,82
"G2902150","1860","Missouri","290","Texas","2150","Texas",594772,37385,237898,172,63,12939,41220,169307,54159,223466,56
"G2902170","1860","Missouri","290","Vernon","2170","Vernon",1091776,53882,316303,1273,420,25939,52032,212818,77971,290789,136
"G2902190","1860","Missouri","290","Warren","2190","Warren",1909747,86952,456621,9488,238,7317,122598,526498,129915,656413,1034
"G2902210","1860","Missouri","290","Washington","2210","Washington",1239070,53606,332549,8875,10,10930,63598,198722,74528,273250,1028
"G2902230","1860","Missouri","290","Wayne","2230","Wayne",660401,55033,242623,1361,20,23639,59331,232846,82970,315816,261
"G2902250","1860","Missouri","290","Webster","2250","Webster",764390,43494,380187,1516,0,15657,40143,239793,55800,295593,220
"G2902290","1860","Missouri","290","Wright","2290","Wright",380840,22751,156063,935,51,10294,27669,139421,37963,177384,66
"G3150015","1860","Nebraska Territory","315","Buffalo","0015","Buffalo",14300,1510,5290,0,300,0,0,15983,0,15983,
"G3150035","1860","Nebraska Territory","315","Burt","0035","Burt",41490,3705,15749,0,0,0,2202,24904,2202,27106,
"G3150055","1860","Nebraska Territory","315","Butler","0055","Butler",,,,,,,,,,,
"G3150075","1860","Nebraska Territory","315","Calhoun","0075","Calhoun",4180,305,1185,0,0,0,20,938,20,958,
"G3150095","1860","Nebraska Territory","315","Cass","0095","Cass",518381,23421,100075,0,0,11823,19684,252581,31507,284088,
"G3150115","1860","Nebraska Territory","315","Cedar","0115","Cedar",8590,1225,7575,0,0,0,515,5835,515,6350,
"G3150135","1860","Nebraska Territory","315","Clay","0135","Clay",21800,32300,11810,0,0,0,817,5911,817,6728,
"G3150155","1860","Nebraska Territory","315","Cuming","0155","Cuming",4120,750,2494,0,0,0,162,2841,162,3003,
"G3150175","1860","Nebraska Territory","315","Dakota","0175","Dakota",57950,7632,31365,0,1000,0,4672,42058,4672,46730,
"G3150195","1860","Nebraska Territory","315","Dawson","0195","Dawson",,,,,,,,,,,
"G3150215","1860","Nebraska Territory","315","Dixon","0215","Dixon",12380,1815,10205,0,0,0,959,12371,959,13330,
"G3150235","1860","Nebraska Territory","315","Dodge","0235","Dodge",49155,4316,14034,0,0,15,1464,22662,1479,24141,
"G3150255","1860","Nebraska Territory","315","Douglas","0255","Douglas",305510,11093,41895,0,2965,110,3856,76993,3966,80959,
"G3150275","1860","Nebraska Territory","315","Gage","0275","Gage",18595,1786,7530,0,0,0,1319,10554,1319,11873,
"G3150295","1860","Nebraska Territory","315","Greene","0295","Greene",0,0,1235,0,0,0,0,0,0,0,
"G3150315","1860","Nebraska Territory","315","Hall","0315","Hall",23150,2940,9840,0,200,0,0,26497,0,26497,
"G3150335","1860","Nebraska Territory","315","Johnson/Johnston","0335","Johnson/Johnston",60822,4661,22047,0,0,0,1717,27211,1717,28928,
"G3150355","1860","Nebraska Territory","315","Jones","0355","Jones",1000,150,750,0,0,0,120,1344,120,1464,
"G3150375","1860","Nebraska Territory","315","Kearney","0375","Kearney",,,,,,,,,,,5
"G3150395","1860","Nebraska Territory","315","Lancaster","0395","Lancaster",11000,1965,7345,0,0,0,650,6267,650,6917,
"G3150415","1860","Nebraska Territory","315","L'Eau Qui Court","0415","L'Eau Qui",7210,735,2605,0,0,0,65,8685,65,8750,
"G3150435","1860","Nebraska Territory","315","Madison","0435","Madison",,,,,,,,,,,
"G3150455","1860","Nebraska Territory","315","Merrick","0455","Merrick",6500,375,4350,0,0,0,0,7736,0,7736,
"G3150475","1860","Nebraska Territory","315","Nemaha","0475","Nemaha",392655,21130,104286,0,370,0,14010,138624,14010,152634,
"G3150495","1860","Nebraska Territory","315","Nuckolls","0495","Nuckolls",,,,,,,,,,,
"G3150515","1860","Nebraska Territory","315","Otoe","0515","Otoe",1369770,27815,474302,75,991,0,14761,197561,14761,212322,10
"G3150535","1860","Nebraska Territory","315","Pawnee","0535","Pawnee",93300,4938,29571,0,0,24,4670,45807,4694,50501,
"G3150575","1860","Nebraska Territory","315","Platte","0575","Platte",35260,6123,22736,0,25,0,1853,27961,1853,29814,
"G3150595","1860","Nebraska Territory","315","Polk","0595","Polk",,,,,,,,,,,
"G3150615","1860","Nebraska Territory","315","Richardson","0615","Richardson",352505,20958,107097,0,0,913,13913,103647,14826,118473,
"G3150635","1860","Nebraska Territory","315","Saline","0635","Saline",0,260,2610,0,0,0,0,40,0,40,
"G3150655","1860","Nebraska Territory","315","Sarpy","0655","Sarpy",313753,14716,58148,0,4438,370,7208,79910,7578,87488,
"G3150675","1860","Nebraska Territory","315","Shorter","0675","Shorter",,,,,,,,,,,
"G3150715","1860","Nebraska Territory","315","Washington","0715","Washington",127950,9040,32642,50,293,2740,3162,54675,5902,60577,
"G3300010","1860","New Hampshire","330","Belknap","0010","Belknap",4215670,141751,725991,28364,2380,1951,112311,860550,114262,974812,
"G3300030","1860","New Hampshire","330","Carroll","0030","Carroll",3699599,168047,824894,37226,155,9716,110907,1014500,120623,1135123,
"G3300050","1860","New Hampshire","330","Cheshire","0050","Cheshire",5981036,253127,1007753,22222,1944,26062,185739,1204086,211801,1415887,
"G3300070","1860","New Hampshire","330","Coos","0070","Coos",2806160,173551,610311,384,13325,11475,97426,951613,108901,1060514,
"G3300090","1860","New Hampshire","330","Grafton","0090","Grafton",9972260,470166,2074264,38273,5616,127320,310462,2584181,437782,3021963,
"G3300110","1860","New Hampshire","330","Hillsborough","0110","Hillsborough",10279306,362733,1387973,88346,22018,4977,393444,1699052,398421,2097473,
"G3300130","1860","New Hampshire","330","Merrimack","0130","Merrimack",10213110,366214,1482770,216273,6096,3054,2026320,1916371,2029374,3945745,
"G3300150","1860","New Hampshire","330","Rockingham","0150","Rockingham",11790310,379749,1222351,87017,14015,54757,262022,1562098,316779,1878877,
"G3300170","1860","New Hampshire","330","Strafford","0170","Strafford",5931755,217015,686349,26925,9997,3527,132760,848490,136287,984777,
"G3300190","1860","New Hampshire","330","Sullivan","0190","Sullivan",4800555,150659,901971,12904,710,8213,156109,1114227,164322,1278549,
"G3400010","1860","New Jersey","340","Atlantic","0010","Atlantic",686250,14709,79002,494,4134,511,24522,145485,25033,170518,
"G3400030","1860","New Jersey","340","Bergen","0030","Bergen",11834826,340845,733476,31632,295540,0,108795,1033426,108795,1142221,
"G3400050","1860","New Jersey","340","Burlington","0050","Burlington",17552540,556411,1727430,53097,267217,375,669126,2696618,669501,3366119,
"G3400070","1860","New Jersey","340","Camden","0070","Camden",5992105,158005,351303,10188,193738,253,136399,997508,136652,1134160,
"G3400090","1860","New Jersey","340","Cape May","0090","Cape May",1462400,66750,174903,1837,10595,1340,55649,303566,56989,360555,
"G3400110","1860","New Jersey","340","Cumberland","0110","Cumberland",4295875,162230,482665,6172,17222,602,150603,1052799,151205,1204004,
"G3400130","1860","New Jersey","340","Essex","0130","Essex",5332075,148218,519745,15104,140669,120,275656,602294,275776,878070,
"G3400150","1860","New Jersey","340","Gloucester","0150","Gloucester",7962445,289636,663806,15522,44500,0,237623,1245032,237623,1482655,
"G3400170","1860","New Jersey","340","Hudson","0170","Hudson",5106350,66815,84205,12063,210765,345,1230,304128,1575,305703,
"G3400190","1860","New Jersey","340","Hunterdon","0190","Hunterdon",15824190,713850,1602383,60227,2401,2994,291661,2358238,294655,2652893,
"G3400210","1860","New Jersey","340","Mercer","0210","Mercer",10714244,366543,859825,54491,37887,0,227216,1372663,227216,1599879,
"G3400230","1860","New Jersey","340","Middlesex","0230","Middlesex",9916006,298142,868691,21046,43029,3079,168307,1255460,171386,1426846,
"G3400250","1860","New Jersey","340","Monmouth","0250","Monmouth",16295970,510785,1397445,25460,133264,250,312853,2208994,313103,2522097,
"G3400270","1860","New Jersey","340","Morris","0270","Morris",10462026,307646,1090484,21243,8600,3777,210856,1513431,214633,1728064,
"G3400290","1860","New Jersey","340","Ocean","0290","Ocean",2318800,78748,257085,1438,5116,5109,103143,353865,108252,462117,
"G3400310","1860","New Jersey","340","Passaic","0310","Passaic",3769895,83865,375596,2434,42040,20,59076,455018,59096,514114,
"G3400330","1860","New Jersey","340","Salem","0330","Salem",10241468,341493,952594,27788,18340,2166,280021,1969019,282187,2251206,
"G3400350","1860","New Jersey","340","Somerset","0350","Somerset",11922420,428124,1091906,26843,3059,990,240685,1698148,241675,1939823,
"G3400370","1860","New Jersey","340","Sussex","0370","Sussex",11105234,296290,1396472,18896,56720,1220,308319,1738923,309539,2048462,
"G3400390","1860","New Jersey","340","Union","0390","Union",4770150,138556,309958,9323,5545,0,41703,430497,41703,472200,
"G3400410","1860","New Jersey","340","Warren","0410","Warren",12685074,378906,1115719,14104,1614,4437,216833,1777969,221270,1999239,
"G3550015","1860","New Mexico Territory","355","Arizona","0015","Arizona",395700,16839,196722,0,2250,5511,30663,362970,36174,399144,
"G3550035","1860","New Mexico Territory","355","Bernalillo","0035","Bernalillo",321582,23434,1050263,4648,6074,107,51625,62013,51732,113745,
"G3550115","1860","New Mexico Territory","355","Dona Ana","0115","Dona Ana",180540,12069,188525,1200,50,0,7848,59407,7848,67255,
"G3550255","1860","New Mexico Territory","355","Mora","0255","Mora",90310,7936,248523,0,2000,0,11898,43344,11898,55242,
"G3550315","1860","New Mexico Territory","355","Rio Arriba","0315","Rio Arriba",281488,26999,219972,10128,0,0,15203,79264,15203,94467,
"G3550395","1860","New Mexico Territory","355","San Miguel","0395","San Miguel",559296,55297,638554,150,0,18514,41804,66834,60318,127152,
"G3550415","1860","New Mexico Territory","355","Santa Anna","0415","Santa Anna",103263,7358,216311,1995,2810,85,15839,32103,15924,48027,
"G3550435","1860","New Mexico Territory","355","Santa Fe","0435","Santa Fe",181000,5824,210750,75,4430,1975,15790,27024,17765,44789,
"G3550475","1860","New Mexico Territory","355","Socorro","0475","Socorro",183905,6267,298420,1425,10,0,31495,47673,31495,79168,
"G3550495","1860","New Mexico Territory","355","Taos","0495","Taos",230378,22691,526048,0,0,0,26356,109600,26356,135956,
"G3550555","1860","New Mexico Territory","355","Valencia","0555","Valencia",179924,8203,705658,30,40,214,98584,59971,98798,158769,
"G3600010","1860","New York","360","Albany","0010","Albany",15164442,671060,1551840,86359,386241,9182,290904,2645936,300086,2946022,
"G3600030","1860","New York","360","Allegany","0030","Allegany",11188724,435509,1840143,1263,3799,14817,231777,1847675,246594,2094269,
"G3600070","1860","New York","360","Broome","0070","Broome",8671592,322038,1181135,28753,4122,8965,167898,1512874,176863,1689737,
"G3600090","1860","New York","360","Cattaraugus","0090","Cattaraugus",11210206,494571,1889122,10376,15325,19548,235954,1783441,255502,2038943,
"G3600110","1860","New York","360","Cayuga","0110","Cayuga",20584476,810135,2627802,141030,14536,11439,441263,3473844,452702,3926546,
"G3600130","1860","New York","360","Chautauqua","0130","Chautauqua",18419422,693855,2813331,72026,20363,18258,324100,2943607,342358,3285965,
"G3600150","1860","New York","360","Chemung","0150","Chemung",7156967,200166,801240,16641,18125,3719,118278,1128054,121997,1250051,
"G3600170","1860","New York","360","Chenango","0170","Chenango",14750988,694497,2797020,46222,983,20303,283916,3214983,304219,3519202,
"G3600190","1860","New York","360","Clinton","0190","Clinton",6921167,301870,1033132,21747,8619,10222,165932,1352940,176154,1529094,
"G3600210","1860","New York","360","Columbia","0210","Columbia",21270066,727351,2080621,58865,24873,5057,443341,2726621,448398,3175019,
"G3600230","1860","New York","360","Cortland","0230","Cortland",9846986,378467,1680988,29496,8347,11182,211617,2072802,222799,2295601,
"G3600250","1860","New York","360","Delaware","0250","Delaware",11967050,547028,2708833,27812,360,22833,276277,3053195,299110,3352305,
"G3600270","1860","New York","360","Dutchess","0270","Dutchess",30005990,945810,3137733,92189,20880,2241,620418,2989759,622659,3612418,
"G3600290","1860","New York","360","Erie","0290","Erie",19935212,898953,2467395,52390,39796,23627,315661,2520029,339288,2859317,
"G3600310","1860","New York","360","Essex","0310","Essex",4709701,201418,1016169,26953,6092,21832,152465,1033192,174297,1207489,
"G3600330","1860","New York","360","Franklin","0330","Franklin",6384796,332380,1130943,7554,654,23007,151688,1647228,174695,1821923,
"G3600350","1860","New York","360","Fulton","0350","Fulton",4656050,202733,736391,9967,202,1517,118696,933351,120213,1053564,
"G3600370","1860","New York","360","Genesee","0370","Genesee",13885418,485045,1788740,114994,3395,13375,297010,2000833,310385,2311218,
"G3600390","1860","New York","360","Greene","0390","Greene",9975640,311164,1361402,51000,8110,3910,209924,1675990,213834,1889824,
"G3600410","1860","New York","360","Hamilton","0410","Hamilton",321197,20581,88257,542,515,1638,15589,108401,17227,125628,
"G3600430","1860","New York","360","Herkimer","0430","Herkimer",16583798,596937,2338859,30863,284,19630,225282,3436968,244912,3681880,
"G3600450","1860","New York","360","Jefferson","0450","Jefferson",25542788,866040,3441925,45860,8034,34072,398299,4720759,432371,5153130,
"G3600470","1860","New York","360","Kings","0470","Kings",6247950,134210,215171,930,319134,0,10188,751604,10188,761792,
"G3600490","1860","New York","360","Lewis","0490","Lewis",8264029,370217,1404247,8283,124,10606,148287,1906844,158893,2065737,
